Identifier,Features,,,,,,,,,,,,Labels,,,,,,,,,,,
"M = model
R = room
P = simulation points",solidAngle,obstructionValues LowerQuarter,obstructionValues SecondQuarter,obstructionValues ThirdQuarter,obstructionValues HigherQuarter,Projection AspectRatio,Frame ratio,solidAngleTilt,roomAvge SolidAngle,distanceWindowCenterToPt,angleOfPointPositionInReferenceToWindowNormal,windowHeadHeight,DF ,,,,,,,,,,,
33249023,0.08,0,0,0,0,3.57,0.82,31.20,0.05,2.88,1.0,2.94,0.36,,,,,,,,,,,
33249024,0.072,0,0,0,0,3.40,0.82,28.70,0.05,3.21,8.2,2.94,0.3,,,,,,,,,,,
33249025,0.063,0,0,1,0,3.22,0.82,26.20,0.05,3.57,14.0,2.94,0.3,,,,,,,,,,,
33249026,0.054,0,0,0,0,3.04,0.82,24.00,0.05,3.97,18.6,2.94,0.24,,,,,,,,,,,
33249027,0.074,1,2,1,0,3.43,0.82,29.80,0.05,3.06,12.2,2.94,0.46,,,,,,,,,,,
33249028,0.07,0,0,0,0,3.38,0.82,28.00,0.05,3.30,4.2,2.94,0.4,,,,,,,,,,,
33249029,0.064,0,0,0,0,3.29,0.82,26.10,0.05,3.58,2.6,2.94,0.26,,,,,,,,,,,
33249030,0.057,0,0,0,0,3.18,0.82,24.20,0.05,3.92,8.4,2.94,0.23,,,,,,,,,,,
33249031,0.05,0,0,0,0,3.07,0.82,22.40,0.05,4.28,13.2,2.94,0.22,,,,,,,,,,,
33249032,0.043,0,0,0,0,2.93,0.82,20.70,0.05,4.67,17.2,2.94,0.2,,,,,,,,,,,
33249033,0.061,0,0,0,0,3.23,0.82,25.20,0.05,3.73,8.2,2.94,0.39,,,,,,,,,,,
33249034,0.056,0,0,0,0,3.19,0.82,23.80,0.05,3.99,1.8,2.94,0.23,,,,,,,,,,,
33249035,0.051,0,0,0,0,3.12,0.82,22.30,0.05,4.29,3.7,2.94,0.21,,,,,,,,,,,
33249036,0.046,0,0,0,0,3.05,0.82,20.80,0.05,4.62,8.5,2.94,0.2,,,,,,,,,,,
33249037,0.04,0,0,0,0,2.96,0.82,19.50,0.05,4.98,12.6,2.94,0.15,,,,,,,,,,,
33249038,0.052,1,1,1,1,3.10,0.82,22.80,0.05,4.18,11.4,2.94,0.23,,,,,,,,,,,
33249039,0.049,0,0,0,0,3.10,0.82,21.70,0.05,4.41,5.5,2.94,0.21,,,,,,,,,,,
33249040,0.045,0,0,0,0,3.07,0.82,20.60,0.05,4.68,0.2,2.94,0.18,,,,,,,,,,,
33249041,0.041,0,0,0,0,3.02,0.82,19.40,0.05,4.99,4.5,2.94,0.17,,,,,,,,,,,
33249042,0.037,0,0,0,0,2.96,0.82,18.30,0.05,5.33,8.6,2.94,0.15,,,,,,,,,,,
33249043,0.033,0,0,0,0,2.89,0.82,17.20,0.05,5.69,12.2,2.94,0.11,,,,,,,,,,,
33249044,0.043,0,0,0,0,3.02,0.82,19.90,0.05,4.85,8.4,2.94,0.19,,,,,,,,,,,
33249045,0.04,0,0,0,0,3.01,0.82,19.00,0.05,5.10,3.5,2.94,0.21,,,,,,,,,,,
33249046,0.037,0,0,0,0,2.98,0.82,18.10,0.05,5.38,1.0,2.94,0.16,,,,,,,,,,,
33249047,0.034,0,0,0,0,2.95,0.82,17.20,0.05,5.70,5.1,2.94,0.14,,,,,,,,,,,
33249048,0.03,0,0,0,0,2.90,0.82,16.30,0.05,6.04,8.7,2.94,0.14,,,,,,,,,,,
33249049,0.027,0,0,0,0,2.83,0.82,15.40,0.05,6.40,11.9,2.94,0.09,,,,,,,,,,,
33249050,0.035,0,0,0,0,2.96,0.82,17.70,0.05,5.53,6.2,2.94,0.1,,,,,,,,,,,
33249051,0.033,0,0,0,0,2.95,0.82,16.90,0.05,5.79,1.9,2.94,0.14,,,,,,,,,,,
33249052,0.03,0,0,0,0,2.92,0.82,16.10,0.05,6.08,2.0,2.94,0.14,,,,,,,,,,,
33249053,0.028,0,0,0,0,2.89,0.82,15.40,0.05,6.40,5.5,2.94,0.1,,,,,,,,,,,
33249054,0.025,0,0,0,0,2.85,0.82,14.70,0.05,6.74,8.7,2.94,0.11,,,,,,,,,,,
33249055,0.029,0,0,0,0,2.91,0.82,15.80,0.05,6.21,4.5,2.94,0.1,,,,,,,,,,,
33249056,0.027,0,0,0,0,2.90,0.82,15.20,0.05,6.49,0.7,2.94,0.09,,,,,,,,,,,
33249057,0.025,0,0,0,0,2.88,0.82,14.60,0.05,6.79,2.7,2.94,0.09,,,,,,,,,,,
33249058,0.023,0,0,0,0,2.85,0.82,13.90,0.05,7.11,5.9,2.94,0.1,,,,,,,,,,,
33249059,0.021,1,0,0,0,2.82,0.82,13.30,0.05,7.45,8.8,2.94,0.09,,,,,,,,,,,
33249060,0.026,0,0,0,0,2.87,0.82,14.90,0.05,6.64,6.7,2.94,0.12,,,,,,,,,,,
33249061,0.025,0,0,0,0,2.87,0.82,14.30,0.05,6.90,3.1,2.94,0.09,,,,,,,,,,,
33249062,0.023,0,0,0,0,2.86,0.82,13.80,0.05,7.18,0.3,2.94,0.06,,,,,,,,,,,
33249063,0.021,1,0,0,0,2.85,0.82,13.20,0.05,7.49,3.3,2.94,0.1,,,,,,,,,,,
33249064,0.02,0,0,0,0,2.82,0.82,12.70,0.05,7.81,6.2,2.94,0.11,,,,,,,,,,,
33249065,0.018,1,0,0,0,2.79,0.82,12.20,0.05,8.16,8.8,2.94,0.07,,,,,,,,,,,
33249066,0.022,0,0,0,0,2.85,0.82,13.50,0.05,7.33,5.2,2.94,0.08,,,,,,,,,,,
33249067,0.021,1,0,0,0,2.84,0.82,13.10,0.05,7.59,2.0,2.94,0.07,,,,,,,,,,,
33249068,0.02,0,0,0,0,2.83,0.82,12.60,0.05,7.88,1.1,2.94,0.09,,,,,,,,,,,
33249069,0.018,1,0,0,0,2.82,0.82,12.10,0.05,8.19,3.9,2.94,0.12,,,,,,,,,,,
33249070,0.019,0,0,0,0,2.82,0.82,12.40,0.05,8.01,4.0,2.94,0.11,,,,,,,,,,,
33250000,0,0,0,0,0,0.00,0.23,0.00,0.07,1.75,67.0,2.65,0.15,,,,,,,,,,,
33250001,0.05,4,4,4,4,0.53,0.23,40.20,0.07,1.21,48.8,2.65,0.48,,,,,,,,,,,
33250002,0.035,3,4,4,4,0.26,0.23,31.70,0.07,1.71,50.4,2.65,0.36,,,,,,,,,,,
33250003,0.078,4,4,4,4,3.32,0.23,56.00,0.07,0.65,17.6,2.65,1.24,,,,,,,,,,,
33250004,0.171,4,4,4,4,1.53,0.23,46.20,0.07,0.93,13.1,2.65,1.39,,,,,,,,,,,
33250005,0.16,4,4,4,4,0.98,0.23,37.00,0.07,1.35,27.2,2.65,0.85,,,,,,,,,,,
33250006,0.099,1,4,4,4,0.61,0.23,30.20,0.07,1.81,34.4,2.65,0.48,,,,,,,,,,,
33250007,0.063,0,2,4,4,0.44,0.23,25.30,0.07,2.29,38.6,2.65,0.3,,,,,,,,,,,
33250008,0.193,4,4,4,4,1.11,0.23,37.40,0.07,1.32,3.6,2.65,1.18,,,,,,,,,,,
33250009,0.175,2,4,4,4,0.97,0.23,32.30,0.07,1.64,11.4,2.65,0.76,,,,,,,,,,,
33250010,0.129,0,4,4,4,0.79,0.23,27.60,0.07,2.03,21.0,2.65,0.5,,,,,,,,,,,
33250011,0.087,0,0,4,4,0.62,0.23,23.70,0.07,2.47,27.4,2.65,0.31,,,,,,,,,,,
33250012,0.059,0,0,4,4,0.51,0.23,20.60,0.07,2.92,31.8,2.65,0.24,,,,,,,,,,,
33250013,0.151,1,4,4,4,0.90,0.23,27.80,0.07,2.01,0.9,2.65,0.55,,,,,,,,,,,
33250014,0.128,0,1,4,4,0.85,0.23,24.70,0.07,2.34,10.7,2.65,0.34,,,,,,,,,,,
33250015,0.094,0,0,4,4,0.72,0.23,21.80,0.07,2.73,18.0,2.65,0.13,,,,,,,,,,,
33250016,0.068,0,0,4,4,0.62,0.23,19.30,0.07,3.15,23.4,2.65,0.15,,,,,,,,,,,
33250017,0.05,0,0,0,4,0.54,0.23,17.20,0.07,3.59,27.5,2.65,0.12,,,,,,,,,,,
33250018,0.124,1,3,4,4,0.85,0.23,24.00,0.07,2.43,6.2,2.65,0.38,,,,,,,,,,,
33250019,0.109,0,1,4,4,0.83,0.23,21.90,0.07,2.71,3.0,2.65,0.29,,,,,,,,,,,
33250020,0.091,0,0,2,4,0.79,0.23,19.80,0.07,3.05,10.4,2.65,0.2,,,,,,,,,,,
33250021,0.069,0,0,1,4,0.70,0.23,17.90,0.07,3.43,16.2,2.65,0.12,,,,,,,,,,,
33250022,0.053,0,0,0,4,0.62,0.23,16.20,0.07,3.84,20.8,2.65,0.12,,,,,,,,,,,
33250023,0.091,0,1,4,4,0.80,0.23,19.40,0.07,3.12,2.7,2.65,0.2,,,,,,,,,,,
33250024,0.08,0,0,2,4,0.79,0.23,17.90,0.07,3.42,4.3,2.65,0.19,,,,,,,,,,,
33250025,0.066,0,0,0,4,0.75,0.23,16.50,0.07,3.76,10.1,2.65,0.15,,,,,,,,,,,
33250026,0.053,0,0,0,3,0.68,0.23,15.10,0.07,4.13,15.0,2.65,0.06,,,,,,,,,,,
33250027,0.042,0,0,0,0,0.62,0.23,13.90,0.07,4.53,19.0,2.65,0.05,,,,,,,,,,,
33250028,0.068,0,0,2,4,0.78,0.23,16.30,0.07,3.81,0.5,2.65,0.11,,,,,,,,,,,
33250029,0.06,0,0,0,4,0.77,0.23,15.20,0.07,4.12,5.1,2.65,0.07,,,,,,,,,,,
33250030,0.05,0,0,0,1,0.72,0.23,14.10,0.07,4.47,10.0,2.65,0.08,,,,,,,,,,,
33250031,0.041,0,0,0,0,0.67,0.23,13.10,0.07,4.84,14.1,2.65,0.08,,,,,,,,,,,
33250032,0.033,0,0,0,0,0.62,0.23,12.20,0.07,5.23,17.7,2.65,0.04,,,,,,,,,,,
33250033,0.058,0,0,1,4,0.77,0.23,14.80,0.07,4.23,4.4,2.65,0.09,,,,,,,,,,,
33250034,0.052,0,0,0,3,0.76,0.23,14.00,0.07,4.51,1.0,2.65,0.05,,,,,,,,,,,
33250035,0.046,0,0,0,1,0.75,0.23,13.10,0.07,4.83,5.7,2.65,0.08,,,,,,,,,,,
33250036,0.039,0,0,0,0,0.71,0.23,12.30,0.07,5.17,9.9,2.65,0.06,,,,,,,,,,,
33250037,0.033,0,0,0,0,0.66,0.23,11.50,0.07,5.54,13.5,2.65,0.04,,,,,,,,,,,
33250038,0.045,0,0,0,3,0.76,0.23,12.90,0.07,4.92,2.5,2.65,0.07,,,,,,,,,,,
33250039,0.041,0,0,0,1,0.75,0.23,12.20,0.07,5.21,2.1,2.65,0.09,,,,,,,,,,,
33250040,0.036,0,0,0,0,0.74,0.23,11.50,0.07,5.53,6.2,2.65,0.07,,,,,,,,,,,
33250041,0.031,0,0,0,0,0.70,0.23,10.90,0.07,5.88,9.8,2.65,0.06,,,,,,,,,,,
33250042,0.026,0,0,0,0,0.66,0.23,10.30,0.07,6.25,13.0,2.65,0.06,,,,,,,,,,,
33250043,0.036,0,0,0,0,0.75,0.23,11.40,0.07,5.62,1.0,2.65,0.09,,,,,,,,,,,
33250044,0.033,0,0,0,0,0.74,0.23,10.80,0.07,5.91,2.9,2.65,0.06,,,,,,,,,,,
33250045,0.029,0,0,0,0,0.72,0.23,10.30,0.07,6.24,6.5,2.65,0.05,,,,,,,,,,,
33250046,0.025,0,0,0,0,0.69,0.23,9.80,0.07,6.59,9.7,2.65,0.08,,,,,,,,,,,
33250047,0.022,0,0,0,0,0.65,0.23,9.30,0.07,6.95,12.6,2.65,0.06,,,,,,,,,,,
33250048,0.029,0,0,0,0,0.74,0.23,10.20,0.07,6.31,0.1,2.65,0.04,,,,,,,,,,,
33250049,0.027,0,0,0,0,0.74,0.23,9.70,0.07,6.62,3.6,2.65,0.04,,,,,,,,,,,
33250050,0.026,0,0,0,0,0.74,0.23,9.60,0.07,6.72,2.4,2.65,0.04,,,,,,,,,,,
33251000,0,0,0,0,0,0.00,0.81,0.00,0.13,5.07,84.6,3.85,0.18,,,,,,,,,,,
33251001,0,0,0,0,0,0.00,0.81,0.00,0.13,5.51,81.9,3.85,0.17,,,,,,,,,,,
33251002,0,0,0,0,0,0.00,0.81,0.00,0.13,5.95,79.7,3.85,0.2,,,,,,,,,,,
33251003,0,0,0,0,0,0.00,0.81,0.00,0.13,4.39,82.2,3.85,0.23,,,,,,,,,,,
33251004,0,0,0,0,0,0.00,0.81,0.00,0.13,4.83,79.4,3.85,0.2,,,,,,,,,,,
33251005,0,0,0,0,0,0.00,0.81,0.00,0.13,5.29,77.1,3.85,0.2,,,,,,,,,,,
33251006,0,0,0,0,0,0.00,0.81,0.00,0.13,5.75,75.2,3.85,0.27,,,,,,,,,,,
33251007,0.006,0,4,4,4,0.03,0.81,13.30,0.13,6.22,73.5,3.85,0.22,,,,,,,,,,,
33251008,0,0,0,0,0,0.00,0.81,0.00,0.13,3.72,79.1,3.85,0.27,,,,,,,,,,,
33251009,0,0,0,0,0,0.00,0.81,0.00,0.13,4.18,76.2,3.85,0.23,,,,,,,,,,,
33251010,0.009,0,4,4,4,0.03,0.81,17.00,0.13,4.64,73.9,3.85,0.24,,,,,,,,,,,
33251011,0.012,0,4,4,4,0.05,0.81,15.70,0.13,5.12,72.0,3.85,0.23,,,,,,,,,,,
33251012,0.013,0,0,0,0,0.06,0.81,14.50,0.13,5.60,70.4,3.85,0.28,,,,,,,,,,,
33251013,0.013,0,0,0,0,0.07,0.81,13.50,0.13,6.08,69.1,3.85,0.18,,,,,,,,,,,
33251014,0,0,0,0,0,0.00,0.81,0.00,0.13,2.60,78.3,3.85,0.28,,,,,,,,,,,
33251015,0.014,0,4,4,4,0.03,0.81,22.90,0.13,3.06,74.5,3.85,0.31,,,,,,,,,,,
33251016,0.022,0,3,3,4,0.05,0.81,20.80,0.13,3.54,71.7,3.85,0.37,,,,,,,,,,,
33251017,0.025,0,0,0,4,0.07,0.81,19.00,0.13,4.02,69.5,3.85,0.28,,,,,,,,,,,
33251018,0.026,0,0,0,4,0.08,0.81,17.40,0.13,4.50,67.9,3.85,0.29,,,,,,,,,,,
33251019,0.025,0,0,0,1,0.09,0.81,16.00,0.13,4.99,66.5,3.85,0.28,,,,,,,,,,,
33251020,0.023,0,0,0,0,0.10,0.81,14.80,0.13,5.48,65.4,3.85,0.22,,,,,,,,,,,
33251021,0.022,0,0,0,0,0.11,0.81,13.70,0.13,5.97,64.4,3.85,0.23,,,,,,,,,,,
33251022,0.02,0,0,0,0,0.12,0.81,12.80,0.13,6.46,63.7,3.85,0.19,,,,,,,,,,,
33251023,0.061,0,1,4,4,0.08,0.81,29.40,0.13,1.96,70.9,3.85,0.6,,,,,,,,,,,
33251024,0.068,0,0,3,2,0.10,0.81,26.30,0.13,2.44,67.5,3.85,0.53,,,,,,,,,,,
33251025,0.064,0,0,3,2,0.12,0.81,23.60,0.13,2.93,65.3,3.85,0.56,,,,,,,,,,,
33251026,0.058,0,0,0,2,0.13,0.81,21.30,0.13,3.42,63.7,3.85,0.36,,,,,,,,,,,
33251027,0.051,0,0,0,3,0.13,0.81,19.30,0.13,3.91,62.5,3.85,0.35,,,,,,,,,,,
33251028,0.045,0,0,0,4,0.14,0.81,17.70,0.13,4.41,61.5,3.85,0.26,,,,,,,,,,,
33251029,0.039,0,0,0,1,0.14,0.81,16.20,0.13,4.90,60.8,3.85,0.23,,,,,,,,,,,
33251030,0.034,0,0,0,0,0.15,0.81,15.00,0.13,5.40,60.2,3.85,0.23,,,,,,,,,,,
33251031,0.03,0,0,0,0,0.15,0.81,13.90,0.13,5.90,59.7,3.85,0.29,,,,,,,,,,,
33251032,0.027,0,0,0,0,0.15,0.81,12.90,0.13,6.40,59.2,3.85,0.22,,,,,,,,,,,
33251033,0.024,0,0,0,0,0.15,0.81,12.10,0.13,6.90,58.9,3.85,0.18,,,,,,,,,,,
33251034,0,0,0,0,0,0.00,0.81,0.00,0.13,0.87,58.3,3.85,5.02,,,,,,,,,,,
33251035,0.307,0,0,2,1,0.30,0.81,34.30,0.13,1.37,56.8,3.85,2.64,,,,,,,,,,,
33251036,0.206,0,0,3,2,0.24,0.81,30.10,0.13,1.87,56.1,3.85,1.55,,,,,,,,,,,
33251037,0.152,0,0,3,2,0.22,0.81,26.70,0.13,2.37,55.7,3.85,1.08,,,,,,,,,,,
33251038,0.118,0,0,3,2,0.21,0.81,23.90,0.13,2.87,55.4,3.85,0.81,,,,,,,,,,,
33251039,0.094,0,0,0,3,0.20,0.81,21.50,0.13,3.37,55.3,3.85,0.58,,,,,,,,,,,
33251040,0.076,0,0,0,3,0.20,0.81,19.50,0.13,3.87,55.1,3.85,0.43,,,,,,,,,,,
33251041,0.063,0,0,0,3,0.19,0.81,17.70,0.13,4.37,55.0,3.85,0.35,,,,,,,,,,,
33251042,0.053,0,0,0,3,0.19,0.81,16.30,0.13,4.87,54.9,3.85,0.36,,,,,,,,,,,
33251043,0.045,0,0,0,0,0.19,0.81,15.00,0.13,5.37,54.9,3.85,0.3,,,,,,,,,,,
33251044,0.039,0,0,0,0,0.19,0.81,13.90,0.13,5.87,54.8,3.85,0.22,,,,,,,,,,,
33251045,0.034,0,0,0,0,0.19,0.81,13.00,0.13,6.37,54.8,3.85,0.26,,,,,,,,,,,
33251046,0.03,0,0,0,0,0.18,0.81,12.10,0.13,6.87,54.7,3.85,0.2,,,,,,,,,,,
33251047,0.673,2,4,4,0,0.98,0.81,50.30,0.13,0.57,4.6,3.85,10.79,,,,,,,,,,,
33251048,0.666,1,1,4,4,0.68,0.81,40.20,0.13,0.98,27.6,3.85,6.86,,,,,,,,,,,
33251049,0.468,0,0,3,2,0.49,0.81,34.00,0.13,1.44,36.5,3.85,3.95,,,,,,,,,,,
33251050,0.311,0,0,3,2,0.38,0.81,29.80,0.13,1.92,41.0,3.85,2.21,,,,,,,,,,,
33251051,0.219,0,0,3,2,0.32,0.81,26.40,0.13,2.41,43.7,3.85,1.5,,,,,,,,,,,
33251052,0.162,0,0,3,2,0.29,0.81,23.70,0.13,2.91,45.5,3.85,1.24,,,,,,,,,,,
33251053,0.125,0,0,0,2,0.27,0.81,21.30,0.13,3.40,46.8,3.85,0.64,,,,,,,,,,,
33251054,0.099,0,0,0,2,0.25,0.81,19.40,0.13,3.90,47.7,3.85,0.64,,,,,,,,,,,
33251055,0.08,0,0,0,3,0.24,0.81,17.70,0.13,4.39,48.5,3.85,0.49,,,,,,,,,,,
33251056,0.066,0,1,0,3,0.23,0.81,16.20,0.13,4.89,49.1,3.85,0.34,,,,,,,,,,,
33251057,0.055,0,0,0,0,0.23,0.81,15.00,0.13,5.39,49.5,3.85,0.3,,,,,,,,,,,
33251058,0.047,0,0,0,0,0.22,0.81,13.90,0.13,5.89,49.9,3.85,0.27,,,,,,,,,,,
33251059,0.04,0,0,0,0,0.22,0.81,12.90,0.13,6.39,50.3,3.85,0.27,,,,,,,,,,,
33251060,0.035,0,0,0,0,0.22,0.81,12.10,0.13,6.89,50.6,3.85,0.22,,,,,,,,,,,
33251061,0.03,0,0,0,0,0.21,0.81,11.40,0.13,7.39,50.8,3.85,0.23,,,,,,,,,,,
33251062,0.656,3,2,1,0,0.63,0.81,40.50,0.13,0.95,43.5,3.85,6.73,,,,,,,,,,,
33251063,0.663,2,3,4,3,0.69,0.81,39.80,0.13,1.01,14.1,3.85,7.79,,,,,,,,,,,
33251064,0.589,1,1,4,3,0.63,0.81,36.00,0.13,1.28,7.1,3.85,6.03,,,,,,,,,,,
33251065,0.475,0,0,3,1,0.55,0.81,32.00,0.13,1.66,19.9,3.85,3.55,,,,,,,,,,,
33251066,0.347,0,0,3,2,0.46,0.81,28.60,0.13,2.09,27.6,3.85,2.18,,,,,,,,,,,
33251067,0.253,0,0,3,3,0.40,0.81,25.60,0.13,2.55,32.6,3.85,1.7,,,,,,,,,,,
33251068,0.19,0,0,1,2,0.35,0.81,23.10,0.13,3.02,36.1,3.85,0.94,,,,,,,,,,,
33251069,0.146,0,0,0,3,0.33,0.81,20.90,0.13,3.50,38.7,3.85,0.75,,,,,,,,,,,
33251070,0.115,0,0,0,3,0.30,0.81,19.00,0.13,3.98,40.6,3.85,0.55,,,,,,,,,,,
33251071,0.093,0,0,0,3,0.29,0.81,17.40,0.13,4.47,42.1,3.85,0.43,,,,,,,,,,,
33251072,0.076,0,1,0,3,0.28,0.81,16.00,0.13,4.96,43.3,3.85,0.41,,,,,,,,,,,
33251073,0.063,0,0,0,0,0.27,0.81,14.80,0.13,5.45,44.3,3.85,0.29,,,,,,,,,,,
33251074,0.053,0,0,0,0,0.26,0.81,13.80,0.13,5.95,45.1,3.85,0.29,,,,,,,,,,,
33251075,0.045,0,0,0,0,0.25,0.81,12.80,0.13,6.44,45.8,3.85,0.23,,,,,,,,,,,
33251076,0.039,0,0,0,0,0.25,0.81,12.00,0.13,6.94,46.4,3.85,0.22,,,,,,,,,,,
33251077,0.036,0,0,0,0,0.04,0.81,30.30,0.13,1.83,73.9,3.85,0.46,,,,,,,,,,,
33251078,0.227,0,3,1,1,0.24,0.81,32.40,0.13,1.57,59.4,3.85,1.51,,,,,,,,,,,
33251079,0.437,3,3,2,1,0.45,0.81,33.90,0.13,1.44,40.9,3.85,3.64,,,,,,,,,,,
33251080,0.52,3,3,3,1,0.57,0.81,33.70,0.13,1.48,21.3,3.85,5.02,,,,,,,,,,,
33251081,0.483,2,2,4,3,0.57,0.81,31.90,0.13,1.68,4.5,3.85,3.88,,,,,,,,,,,
33251082,0.413,1,1,4,4,0.54,0.81,29.40,0.13,1.99,7.9,3.85,2.79,,,,,,,,,,,
33251083,0.335,0,0,2,4,0.49,0.81,26.80,0.13,2.36,16.7,3.85,1.83,,,,,,,,,,,
33251084,0.258,0,0,1,3,0.44,0.81,24.30,0.13,2.77,23.0,3.85,1.45,,,,,,,,,,,
33251085,0.2,0,0,0,3,0.40,0.81,22.10,0.13,3.21,27.6,3.85,1.01,,,,,,,,,,,
33251086,0.157,0,0,0,3,0.37,0.81,20.20,0.13,3.67,31.1,3.85,0.66,,,,,,,,,,,
33251087,0.125,0,0,0,3,0.35,0.81,18.50,0.13,4.13,33.8,3.85,0.54,,,,,,,,,,,
33251088,0.101,0,0,0,2,0.33,0.81,17.00,0.13,4.60,36.0,3.85,0.4,,,,,,,,,,,
33251089,0.083,0,0,0,1,0.31,0.81,15.70,0.13,5.08,37.8,3.85,0.3,,,,,,,,,,,
33251090,0.069,0,0,0,0,0.30,0.81,14.60,0.13,5.56,39.2,3.85,0.32,,,,,,,,,,,
33251091,0.058,0,0,0,0,0.29,0.81,13.60,0.13,6.05,40.4,3.85,0.27,,,,,,,,,,,
33251092,0.01,0,0,0,0,0.00,0.81,25.70,0.13,2.53,75.8,3.85,0.32,,,,,,,,,,,
33251093,0.088,0,0,1,1,0.12,0.81,27.50,0.13,2.24,66.0,3.85,0.68,,,,,,,,,,,
33251094,0.203,1,2,2,2,0.26,0.81,28.90,0.13,2.04,53.8,3.85,1.67,,,,,,,,,,,
33251095,0.316,3,3,3,2,0.39,0.81,29.60,0.13,1.94,39.6,3.85,2.75,,,,,,,,,,,
33251096,0.382,4,3,3,2,0.49,0.81,29.50,0.13,1.97,24.9,3.85,3.16,,,,,,,,,,,
33251097,0.384,2,3,4,3,0.52,0.81,28.40,0.13,2.12,11.6,3.85,2.99,,,,,,,,,,,
33251098,0.345,1,2,4,3,0.51,0.81,26.70,0.13,2.37,0.5,3.85,2.48,,,,,,,,,,,
33251099,0.296,0,1,2,4,0.50,0.81,24.70,0.13,2.69,8.2,3.85,1.71,,,,,,,,,,,
33251100,0.244,0,0,0,4,0.47,0.81,22.80,0.13,3.06,15.0,3.85,1.27,,,,,,,,,,,
33251101,0.196,0,0,0,3,0.43,0.81,21.00,0.13,3.46,20.2,3.85,1.04,,,,,,,,,,,
33251102,0.158,0,0,0,3,0.40,0.81,19.30,0.13,3.89,24.3,3.85,0.59,,,,,,,,,,,
33251103,0.128,0,0,0,3,0.38,0.81,17.80,0.13,4.33,27.6,3.85,0.58,,,,,,,,,,,
33251104,0.105,0,0,0,0,0.36,0.81,16.50,0.13,4.78,30.3,3.85,0.42,,,,,,,,,,,
33251105,0.087,0,0,0,1,0.34,0.81,15.30,0.13,5.24,32.5,3.85,0.3,,,,,,,,,,,
33251106,0.073,0,0,0,0,0.33,0.81,14.20,0.13,5.71,34.4,3.85,0.32,,,,,,,,,,,
33251107,0.1,0,0,2,1,0.17,0.81,24.90,0.13,2.69,60.6,3.85,0.75,,,,,,,,,,,
33251108,0.172,1,2,3,2,0.26,0.81,25.80,0.13,2.52,50.2,3.85,1.17,,,,,,,,,,,
33251109,0.241,3,3,3,2,0.36,0.81,26.30,0.13,2.44,38.8,3.85,1.84,,,,,,,,,,,
33251110,0.286,4,3,3,2,0.43,0.81,26.10,0.13,2.47,27.1,3.85,2.31,,,,,,,,,,,
33251111,0.301,3,4,4,3,0.48,0.81,25.40,0.13,2.59,16.1,3.85,2.38,,,,,,,,,,,
33251112,0.284,2,2,4,3,0.49,0.81,24.20,0.13,2.80,6.4,3.85,1.8,,,,,,,,,,,
33251113,0.253,1,1,2,4,0.49,0.81,22.80,0.13,3.07,1.7,3.85,1.33,,,,,,,,,,,
33251114,0.219,0,0,1,4,0.48,0.81,21.20,0.13,3.40,8.4,3.85,0.96,,,,,,,,,,,
33251115,0.184,0,0,0,4,0.45,0.81,19.80,0.13,3.77,13.9,3.85,0.79,,,,,,,,,,,
33251116,0.152,0,0,0,2,0.43,0.81,18.40,0.13,4.16,18.3,3.85,0.57,,,,,,,,,,,
33251117,0.126,0,0,0,2,0.41,0.81,17.10,0.13,4.58,22.0,3.85,0.47,,,,,,,,,,,
33251118,0.105,0,0,0,0,0.39,0.81,15.90,0.13,5.01,25.1,3.85,0.39,,,,,,,,,,,
33251119,0.088,0,0,0,0,0.37,0.81,14.80,0.13,5.45,27.6,3.85,0.36,,,,,,,,,,,
33251120,0.097,0,0,3,1,0.19,0.81,22.50,0.13,3.15,56.8,3.85,0.68,,,,,,,,,,,
33251121,0.145,1,2,3,2,0.27,0.81,23.20,0.13,3.00,47.9,3.85,1.22,,,,,,,,,,,
33251122,0.189,4,3,3,2,0.34,0.81,23.50,0.13,2.94,38.3,3.85,1.28,,,,,,,,,,,
33251123,0.221,4,3,3,2,0.40,0.81,23.30,0.13,2.96,28.6,3.85,1.47,,,,,,,,,,,
33251124,0.235,4,4,4,3,0.45,0.81,22.80,0.13,3.06,19.3,3.85,1.86,,,,,,,,,,,
33251125,0.233,3,3,3,2,0.48,0.81,22.00,0.13,3.24,10.8,3.85,1.72,,,,,,,,,,,
33251126,0.214,1,2,2,3,0.48,0.81,20.90,0.13,3.48,3.3,3.85,1.12,,,,,,,,,,,
33251127,0.191,0,1,1,4,0.47,0.81,19.70,0.13,3.78,3.1,3.85,0.99,,,,,,,,,,,
33251128,0.167,0,0,0,3,0.46,0.81,18.50,0.13,4.11,8.6,3.85,0.69,,,,,,,,,,,
33251129,0.142,0,0,0,2,0.44,0.81,17.30,0.13,4.47,13.1,3.85,0.61,,,,,,,,,,,
33251130,0.12,0,0,0,0,0.42,0.81,16.20,0.13,4.86,17.0,3.85,0.47,,,,,,,,,,,
33251131,0.122,2,3,3,2,0.27,0.81,20.90,0.13,3.49,46.2,3.85,1.08,,,,,,,,,,,
33251132,0.152,4,3,3,2,0.33,0.81,21.10,0.13,3.44,37.9,3.85,1.13,,,,,,,,,,,
33251133,0.175,4,3,3,2,0.38,0.81,21.00,0.13,3.46,29.6,3.85,1.41,,,,,,,,,,,
33251134,0.187,4,3,3,2,0.42,0.81,20.70,0.13,3.55,21.6,3.85,1.27,,,,,,,,,,,
