Identifier,Features,,,,,,,,,,,,Labels,,,,,,,,,,,
"M = model
R = room
P = simulation points",solidAngle,obstructionValues LowerQuarter,obstructionValues SecondQuarter,obstructionValues ThirdQuarter,obstructionValues HigherQuarter,Projection AspectRatio,Frame ratio,solidAngleTilt,roomAvge SolidAngle,distanceWindowCenterToPt,angleOfPointPositionInReferenceToWindowNormal,windowHeadHeight,DF ,,,,,,,,,,,
MMRRRPPP,steradians,0 to 4,0 to 4,0 to 4,0 to 4,,0-1,degrees,steradians,meters,degrees,meters,%,,,,,,,,,,,
String (10 char.),Float  (1 decimal),vector 4 components,vector 4 components,vector 4 components,vector 4 components,,Float (2 decimals),Float (2 decimals),Float  (1 decimal),Float (2 decimals),Float (1 decimal),Float (2 decimals),Float (2 decimals),,,,,,,,,,,
27521110,0.038,4,4,4,4,2.00,0.50,-2.60,0.01,3.37,3.77,0.9,0.05,,,,,,,,,,,
27521111,0.046,4,4,4,4,2.00,0.50,-2.80,0.01,3.06,3.18,0.9,0.03,,,,,,,,,,,
27521112,0.052,4,4,4,4,1.96,0.50,-3.10,0.01,2.80,11.56,0.9,0.04,,,,,,,,,,,
27521113,0.053,3,3,3,3,1.74,0.50,-3.30,0.01,2.61,21.39,0.9,0.04,,,,,,,,,,,
27521114,0.046,0,0,0,0,1.42,0.50,-3.50,0.01,2.51,32.37,0.9,0.03,,,,,,,,,,,
27521115,0.033,0,0,0,0,1.02,0.50,-3.50,0.01,2.51,43.82,0.9,0.04,,,,,,,,,,,
27521116,0.017,0,0,0,0,0.57,0.50,-3.40,0.01,2.60,54.86,0.9,0.05,,,,,,,,,,,
27521117,0.004,4,4,4,4,1.32,0.50,-1.00,0.01,8.79,31.58,0.9,0.01,,,,,,,,,,,
27521118,0.005,4,4,4,4,1.36,0.50,-1.00,0.01,8.33,30.41,0.9,0.01,,,,,,,,,,,
27521119,0.005,4,4,4,4,1.40,0.50,-1.10,0.01,7.86,29.10,0.9,0.01,,,,,,,,,,,
27521120,0.006,4,4,4,4,1.45,0.50,-1.20,0.01,7.40,27.62,0.9,0.01,,,,,,,,,,,
27521121,0.007,4,4,4,4,1.50,0.50,-1.20,0.01,6.95,25.95,0.9,0,,,,,,,,,,,
27521122,0.009,4,4,4,4,1.56,0.50,-1.30,0.01,6.50,24.05,0.9,0.01,,,,,,,,,,,
27521123,0.01,4,4,4,4,1.62,0.50,-1.40,0.01,6.06,21.87,0.9,0.02,,,,,,,,,,,
27521124,0.012,4,4,4,4,1.69,0.50,-1.50,0.01,5.63,19.36,0.9,0.02,,,,,,,,,,,
27521125,0.015,4,4,4,4,1.77,0.50,-1.70,0.01,5.21,16.44,0.9,0.02,,,,,,,,,,,
27521126,0.018,4,4,4,4,1.85,0.50,-1.80,0.01,4.81,13.02,0.9,0.02,,,,,,,,,,,
27521127,0.022,4,4,4,4,1.94,0.50,-1.90,0.01,4.43,8.99,0.9,0.05,,,,,,,,,,,
27521128,0.027,4,4,4,4,2.00,0.50,-2.10,0.01,4.08,4.24,0.9,0.02,,,,,,,,,,,
27521129,0.031,4,4,4,4,2.00,0.50,-2.30,0.01,3.76,1.37,0.9,0.03,,,,,,,,,,,
27521130,0.036,4,4,4,4,1.99,0.50,-2.50,0.01,3.48,7.95,0.9,0.03,,,,,,,,,,,
27521131,0.038,4,4,4,4,1.84,0.50,-2.70,0.01,3.25,15.56,0.9,0.02,,,,,,,,,,,
27521132,0.036,2,2,2,2,1.63,0.50,-2.80,0.01,3.09,24.12,0.9,0.03,,,,,,,,,,,
27521133,0.032,0,0,0,0,1.36,0.50,-2.90,0.01,3.01,33.39,0.9,0.02,,,,,,,,,,,
27521134,0.024,0,0,0,0,1.02,0.50,-2.90,0.01,3.00,42.93,0.9,0.03,,,,,,,,,,,
27521135,0,0,0,0,0,0.00,0.50,0.00,0.01,9.44,29.76,0.9,0.01,,,,,,,,,,,
27521136,0.004,4,4,4,4,1.41,0.50,-1.00,0.01,8.98,28.58,0.9,0,,,,,,,,,,,
27521137,0.005,4,4,4,4,1.45,0.50,-1.00,0.01,8.52,27.27,0.9,0.01,,,,,,,,,,,
27521138,0.005,4,4,4,4,1.50,0.50,-1.10,0.01,8.06,25.81,0.9,0.01,,,,,,,,,,,
27521139,0.006,4,4,4,4,1.54,0.50,-1.10,0.01,7.62,24.18,0.9,0.01,,,,,,,,,,,
27521140,0.007,4,4,4,4,1.60,0.50,-1.20,0.01,7.18,22.35,0.9,0.01,,,,,,,,,,,
27521141,0.009,4,4,4,4,1.66,0.50,-1.30,0.01,6.74,20.28,0.9,0.01,,,,,,,,,,,
27521142,0.01,4,4,4,4,1.72,0.50,-1.40,0.01,6.32,17.93,0.9,0.02,,,,,,,,,,,
27521143,0.012,4,4,4,4,1.79,0.50,-1.50,0.01,5.91,15.25,0.9,0.01,,,,,,,,,,,
27521144,0.014,4,4,4,4,1.86,0.50,-1.60,0.01,5.52,12.18,0.9,0.02,,,,,,,,,,,
27521145,0.017,4,4,4,4,1.94,0.50,-1.70,0.01,5.14,8.65,0.9,0.03,,,,,,,,,,,
27521146,0.02,4,4,4,4,2.00,0.50,-1.80,0.01,4.78,4.57,0.9,0.01,,,,,,,,,,,
27521147,0.023,4,4,4,4,2.00,0.50,-1.90,0.01,4.46,0.13,0.9,0.02,,,,,,,,,,,
27521148,0.026,4,4,4,4,1.99,0.50,-2.10,0.01,4.17,5.52,0.9,0.04,,,,,,,,,,,
27521149,0.027,4,4,4,4,1.90,0.50,-2.20,0.01,3.92,11.67,0.9,0.03,,,,,,,,,,,
27521150,0.028,3,3,3,3,1.75,0.50,-2.30,0.01,3.72,18.56,0.9,0.04,,,,,,,,,,,
27521151,0.027,1,1,1,1,1.55,0.50,-2.40,0.01,3.58,26.11,0.9,0.03,,,,,,,,,,,
27521152,0.023,0,0,0,0,1.31,0.50,-2.50,0.01,3.50,34.12,0.9,0.03,,,,,,,,,,,
27521153,0,0,0,0,0,0.00,0.50,0.00,0.01,10.09,28.17,0.9,0.01,,,,,,,,,,,
27521154,0,0,0,0,0,0.00,0.50,0.00,0.01,9.64,27.00,0.9,0.02,,,,,,,,,,,
27521155,0.004,4,4,4,4,1.49,0.50,-0.90,0.01,9.18,25.70,0.9,0,,,,,,,,,,,
27521156,0.005,4,4,4,4,1.54,0.50,-1.00,0.01,8.74,24.28,0.9,0.02,,,,,,,,,,,
27521157,0.005,4,4,4,4,1.58,0.50,-1.00,0.01,8.29,22.70,0.9,0,,,,,,,,,,,
27521158,0.006,4,4,4,4,1.63,0.50,-1.10,0.01,7.86,20.94,0.9,0.01,,,,,,,,,,,
27521159,0.007,4,4,4,4,1.68,0.50,-1.20,0.01,7.43,18.98,0.9,0.01,,,,,,,,,,,
27521160,0.008,4,4,4,4,1.74,0.50,-1.20,0.01,7.02,16.79,0.9,0.02,,,,,,,,,,,
27521161,0.01,4,4,4,4,1.80,0.50,-1.30,0.01,6.61,14.32,0.9,0.02,,,,,,,,,,,
27521162,0.011,4,4,4,4,1.86,0.50,-1.40,0.01,6.22,11.53,0.9,0.01,,,,,,,,,,,
27521163,0.013,4,4,4,4,1.93,0.50,-1.50,0.01,5.85,8.39,0.9,0.01,,,,,,,,,,,
27521164,0.015,4,4,4,4,2.00,0.50,-1.60,0.01,5.49,4.82,0.9,0.02,,,,,,,,,,,
27521165,0.017,4,4,4,4,2.00,0.50,-1.70,0.01,5.16,0.78,0.9,0.02,,,,,,,,,,,
27521166,0.019,4,4,4,4,2.00,0.50,-1.80,0.01,4.86,3.79,0.9,0.03,,,,,,,,,,,
27521167,0.021,4,4,4,4,1.94,0.50,-1.90,0.01,4.59,8.92,0.9,0.02,,,,,,,,,,,
27521168,0.022,4,4,4,4,1.83,0.50,-2.00,0.01,4.37,14.63,0.9,0.02,,,,,,,,,,,
27521169,0.021,3,3,3,3,1.68,0.50,-2.10,0.01,4.19,20.90,0.9,0.05,,,,,,,,,,,
27521170,0.02,0,0,0,0,1.50,0.50,-2.10,0.01,4.07,27.62,0.9,0.04,,,,,,,,,,,
27521171,0,0,0,0,0,0.00,0.50,0.00,0.01,10.75,26.78,0.9,0,,,,,,,,,,,
27521172,0,0,0,0,0,0.00,0.50,0.00,0.01,10.30,25.62,0.9,0,,,,,,,,,,,
27521173,0,0,0,0,0,0.00,0.50,0.00,0.01,9.85,24.35,0.9,0.01,,,,,,,,,,,
27521174,0.004,4,4,4,4,1.57,0.50,-0.90,0.01,9.41,22.96,0.9,0.01,,,,,,,,,,,
27521175,0.005,4,4,4,4,1.61,0.50,-1.00,0.01,8.97,21.44,0.9,0,,,,,,,,,,,
27521176,0.005,4,4,4,4,1.66,0.50,-1.00,0.01,8.55,19.76,0.9,0.01,,,,,,,,,,,
27521177,0.006,4,4,4,4,1.70,0.50,-1.10,0.01,8.12,17.90,0.9,0,,,,,,,,,,,
27521178,0.007,4,4,4,4,1.76,0.50,-1.10,0.01,7.71,15.85,0.9,0,,,,,,,,,,,
27521179,0.008,4,4,4,4,1.81,0.50,-1.20,0.01,7.31,13.56,0.9,0,,,,,,,,,,,
27521180,0.009,4,4,4,4,1.87,0.50,-1.20,0.01,6.93,11.02,0.9,0.01,,,,,,,,,,,
27521181,0.01,4,4,4,4,1.93,0.50,-1.30,0.01,6.55,8.18,0.9,0.01,,,,,,,,,,,
27521182,0.012,4,4,4,4,1.99,0.50,-1.40,0.01,6.20,5.01,0.9,0.01,,,,,,,,,,,
27521183,0.013,4,4,4,4,2.00,0.50,-1.50,0.01,5.87,1.47,0.9,0.03,,,,,,,,,,,
27521184,0.015,4,4,4,4,2.00,0.50,-1.60,0.01,5.56,2.49,0.9,0.02,,,,,,,,,,,
27521185,0.016,4,4,4,4,1.97,0.50,-1.60,0.01,5.28,6.88,0.9,0.01,,,,,,,,,,,
27521186,0.017,4,4,4,4,1.88,0.50,-1.70,0.01,5.03,11.73,0.9,0.02,,,,,,,,,,,
27521187,0.017,4,4,4,4,1.76,0.50,-1.80,0.01,4.83,17.03,0.9,0.02,,,,,,,,,,,
27521188,0.017,2,2,2,2,1.62,0.50,-1.90,0.01,4.67,22.75,0.9,0.04,,,,,,,,,,,
27521189,0,0,0,0,0,0.00,0.50,0.00,0.01,11.42,25.55,0.9,0,,,,,,,,,,,
27521190,0,0,0,0,0,0.00,0.50,0.00,0.01,10.97,24.41,0.9,0.01,,,,,,,,,,,
27521191,0,0,0,0,0,0.00,0.50,0.00,0.01,10.53,23.17,0.9,0,,,,,,,,,,,
27521192,0,0,0,0,0,0.00,0.50,0.00,0.01,10.09,21.82,0.9,0.02,,,,,,,,,,,
27521193,0.004,4,4,4,4,1.64,0.50,-0.90,0.01,9.66,20.35,0.9,0,,,,,,,,,,,
27521194,0.005,4,4,4,4,1.68,0.50,-0.90,0.01,9.24,18.75,0.9,0.01,,,,,,,,,,,
27521195,0.005,4,4,4,4,1.72,0.50,-1.00,0.01,8.82,16.99,0.9,0,,,,,,,,,,,
27521196,0.006,4,4,4,4,1.77,0.50,-1.00,0.01,8.41,15.06,0.9,0.01,,,,,,,,,,,
27521197,0.007,4,4,4,4,1.82,0.50,-1.10,0.01,8.01,12.94,0.9,0.01,,,,,,,,,,,
27521198,0.008,4,4,4,4,1.87,0.50,-1.10,0.01,7.63,10.60,0.9,0.01,,,,,,,,,,,
27521199,0.009,4,4,4,4,1.92,0.50,-1.20,0.01,7.26,8.02,0.9,0.02,,,,,,,,,,,
27521200,0.01,4,4,4,4,1.98,0.50,-1.30,0.01,6.91,5.16,0.9,0.03,,,,,,,,,,,
27521201,0.011,4,4,4,4,2.00,0.50,-1.30,0.01,6.57,2.01,0.9,0.02,,,,,,,,,,,
27521202,0.012,4,4,4,4,2.00,0.50,-1.40,0.01,6.26,1.48,0.9,0.02,,,,,,,,,,,
27521203,0.013,4,4,4,4,1.99,0.50,-1.40,0.01,5.97,5.31,0.9,0.02,,,,,,,,,,,
27521204,0.014,4,4,4,4,1.91,0.50,-1.50,0.01,5.71,9.51,0.9,0.01,,,,,,,,,,,
27521205,0.014,4,4,4,4,1.82,0.50,-1.60,0.01,5.49,14.09,0.9,0.03,,,,,,,,,,,
27521206,0.014,4,4,4,4,1.70,0.50,-1.60,0.01,5.30,19.01,0.9,0.01,,,,,,,,,,,
27521207,0.013,2,2,2,2,1.57,0.50,-1.70,0.01,5.15,24.26,0.9,0.03,,,,,,,,,,,
27521208,0,0,0,0,0,0.00,0.50,0.00,0.01,11.65,23.34,0.9,0,,,,,,,,,,,
27521209,0,0,0,0,0,0.00,0.50,0.00,0.01,11.21,22.13,0.9,0.01,,,,,,,,,,,
27521210,0,0,0,0,0,0.00,0.50,0.00,0.01,10.77,20.83,0.9,0,,,,,,,,,,,
27521211,0,0,0,0,0,0.00,0.50,0.00,0.01,10.35,19.42,0.9,0,,,,,,,,,,,
27521212,0.004,4,4,4,4,1.70,0.50,-0.90,0.01,9.93,17.88,0.9,0.01,,,,,,,,,,,
27521213,0.005,4,4,4,4,1.74,0.50,-0.90,0.01,9.52,16.22,0.9,0.01,,,,,,,,,,,
27521214,0.005,4,4,4,4,1.78,0.50,-0.90,0.01,9.11,14.40,0.9,0.01,,,,,,,,,,,
27521215,0.006,4,4,4,4,1.83,0.50,-1.00,0.01,8.72,12.42,0.9,0,,,,,,,,,,,
27521216,0.006,4,4,4,4,1.87,0.50,-1.00,0.01,8.34,10.25,0.9,0.01,,,,,,,,,,,
27521217,0.007,4,4,4,4,1.92,0.50,-1.10,0.01,7.97,7.88,0.9,0,,,,,,,,,,,
27521218,0.008,4,4,4,4,1.97,0.50,-1.10,0.01,7.61,5.28,0.9,0.02,,,,,,,,,,,
27521219,0.009,4,4,4,4,2.00,0.50,-1.20,0.01,7.28,2.44,0.9,0.02,,,,,,,,,,,
27521220,0.01,4,4,4,4,2.00,0.50,-1.20,0.01,6.96,0.67,0.9,0.02,,,,,,,,,,,
27521221,0.011,4,4,4,4,2.00,0.50,-1.30,0.01,6.66,4.07,0.9,0.01,,,,,,,,,,,
27521222,0.011,4,4,4,4,1.94,0.50,-1.40,0.01,6.39,7.77,0.9,0.02,,,,,,,,,,,
27521223,0.011,4,4,4,4,1.86,0.50,-1.40,0.01,6.15,11.77,0.9,0.02,,,,,,,,,,,
27521224,0.012,4,4,4,4,1.77,0.50,-1.50,0.01,5.94,16.08,0.9,0.01,,,,,,,,,,,
27521225,0.011,3,3,3,3,1.66,0.50,-1.50,0.01,5.77,20.67,0.9,0.02,,,,,,,,,,,
27521226,0,0,0,0,0,0.00,0.50,0.00,0.01,12.32,22.39,0.9,0,,,,,,,,,,,
27521227,0,0,0,0,0,0.00,0.50,0.00,0.01,11.89,21.21,0.9,0.01,,,,,,,,,,,
27521228,0,0,0,0,0,0.00,0.50,0.00,0.01,11.46,19.95,0.9,0,,,,,,,,,,,
27521229,0,0,0,0,0,0.00,0.50,0.00,0.01,11.04,18.60,0.9,0,,,,,,,,,,,
27521230,0,0,0,0,0,0.00,0.50,0.00,0.01,10.62,17.13,0.9,0.01,,,,,,,,,,,
27521231,0.004,4,4,4,4,1.75,0.50,-0.80,0.01,10.21,15.55,0.9,0.01,,,,,,,,,,,
27521232,0.004,4,4,4,4,1.79,0.50,-0.90,0.01,9.81,13.83,0.9,0,,,,,,,,,,,
27521233,0.005,4,4,4,4,1.83,0.50,-0.90,0.01,9.42,11.97,0.9,0,,,,,,,,,,,
27521234,0.005,4,4,4,4,1.88,0.50,-1.00,0.01,9.04,9.96,0.9,0.01,,,,,,,,,,,
27521235,0.006,4,4,4,4,1.92,0.50,-1.00,0.01,8.67,7.77,0.9,0.02,,,,,,,,,,,
27521236,0.007,4,4,4,4,1.96,0.50,-1.00,0.01,8.32,5.39,0.9,0.02,,,,,,,,,,,
27521237,0.007,4,4,4,4,2.00,0.50,-1.10,0.01,7.98,2.80,0.9,0.01,,,,,,,,,,,
27521238,0.008,4,4,4,4,2.00,0.50,-1.10,0.01,7.66,0.01,0.9,0.01,,,,,,,,,,,
27521239,0.009,4,4,4,4,2.00,0.50,-1.20,0.01,7.36,3.06,0.9,0.01,,,,,,,,,,,
27521240,0.009,4,4,4,4,1.96,0.50,-1.20,0.01,7.08,6.36,0.9,0,,,,,,,,,,,
27521241,0.01,4,4,4,4,1.89,0.50,-1.30,0.01,6.83,9.91,0.9,0.01,,,,,,,,,,,
27521242,0.01,4,4,4,4,1.81,0.50,-1.30,0.01,6.60,13.72,0.9,0.01,,,,,,,,,,,
27521243,0.01,4,4,3,4,1.72,0.50,-1.30,0.01,6.41,17.78,0.9,0.03,,,,,,,,,,,
27521244,0,0,0,0,0,0.00,0.50,0.00,0.01,13.01,21.53,0.9,0,,,,,,,,,,,
27521245,0,0,0,0,0,0.00,0.50,0.00,0.01,12.58,20.39,0.9,0,,,,,,,,,,,
27521246,0,0,0,0,0,0.00,0.50,0.00,0.01,12.15,19.18,0.9,0,,,,,,,,,,,
27521247,0,0,0,0,0,0.00,0.50,0.00,0.01,11.73,17.87,0.9,0.01,,,,,,,,,,,
27521248,0,0,0,0,0,0.00,0.50,0.00,0.01,11.32,16.47,0.9,0,,,,,,,,,,,
27521249,0,0,0,0,0,0.00,0.50,0.00,0.01,10.91,14.96,0.9,0,,,,,,,,,,,
27521250,0,0,0,0,0,0.00,0.50,0.00,0.01,10.51,13.34,0.9,0,,,,,,,,,,,
27521251,0.004,4,4,4,4,1.84,0.50,-0.90,0.01,10.13,11.59,0.9,0.01,,,,,,,,,,,
27521252,0.005,4,4,4,4,1.88,0.50,-0.90,0.01,9.75,9.71,0.9,0.01,,,,,,,,,,,
27521253,0.005,4,4,4,4,1.92,0.50,-0.90,0.01,9.38,7.67,0.9,0.02,,,,,,,,,,,
27521254,0.006,4,4,4,4,1.96,0.50,-1.00,0.01,9.03,5.47,0.9,0,,,,,,,,,,,
27521255,0.006,4,4,4,4,2.00,0.50,-1.00,0.01,8.69,3.10,0.9,0.01,,,,,,,,,,,
27521256,0.007,4,4,4,4,2.00,0.50,-1.00,0.01,8.36,0.54,0.9,0.01,,,,,,,,,,,
27521257,0.007,4,4,4,4,2.00,0.50,-1.10,0.01,8.06,2.22,0.9,0.01,,,,,,,,,,,
27521258,0.008,4,4,4,4,1.97,0.50,-1.10,0.01,7.77,5.20,0.9,0.01,,,,,,,,,,,
27521259,0.008,4,4,4,4,1.92,0.50,-1.20,0.01,7.51,8.39,0.9,0.01,,,,,,,,,,,
27521260,0.008,4,4,4,4,1.85,0.50,-1.20,0.01,7.27,11.80,0.9,0.01,,,,,,,,,,,
27521261,0.008,4,4,4,4,1.77,0.50,-1.20,0.01,7.06,15.42,0.9,0.02,,,,,,,,,,,
27521262,0,0,0,0,0,0.00,0.50,0.00,0.01,13.69,20.76,0.9,0,,,,,,,,,,,
27521263,0,0,0,0,0,0.00,0.50,0.00,0.01,13.26,19.66,0.9,0,,,,,,,,,,,
27521264,0,0,0,0,0,0.00,0.50,0.00,0.01,12.84,18.48,0.9,0.01,,,,,,,,,,,
27521265,0,0,0,0,0,0.00,0.50,0.00,0.01,12.42,17.23,0.9,0,,,,,,,,,,,
27521266,0,0,0,0,0,0.00,0.50,0.00,0.01,12.01,15.88,0.9,0.01,,,,,,,,,,,
27521267,0,0,0,0,0,0.00,0.50,0.00,0.01,11.61,14.45,0.9,0.01,,,,,,,,,,,
27521268,0,0,0,0,0,0.00,0.50,0.00,0.01,11.22,12.91,0.9,0.01,,,,,,,,,,,
27521269,0,0,0,0,0,0.00,0.50,0.00,0.01,10.83,11.26,0.9,0.01,,,,,,,,,,,
27521270,0.004,4,4,4,4,1.88,0.50,-0.80,0.01,10.45,9.49,0.9,0.01,,,,,,,,,,,
27521271,0.005,4,4,4,4,1.92,0.50,-0.90,0.01,10.09,7.59,0.9,0.01,,,,,,,,,,,
27521272,0.005,4,4,4,4,1.95,0.50,-0.90,0.01,9.73,5.55,0.9,0,,,,,,,,,,,
27521273,0.005,4,4,4,4,1.99,0.50,-0.90,0.01,9.39,3.35,0.9,0.01,,,,,,,,,,,
27521274,0.006,4,4,4,4,2.00,0.50,-1.00,0.01,9.07,1.00,0.9,0.01,,,,,,,,,,,
27521275,0.006,4,4,4,4,2.00,0.50,-1.00,0.01,8.76,1.52,0.9,0.02,,,,,,,,,,,
27521276,0.007,4,4,4,4,1.98,0.50,-1.00,0.01,8.47,4.23,0.9,0.01,,,,,,,,,,,
27521277,0.007,4,4,4,4,1.93,0.50,-1.10,0.01,8.19,7.12,0.9,0.01,,,,,,,,,,,
27521278,0.007,4,4,4,4,1.88,0.50,-1.10,0.01,7.95,10.20,0.9,0.01,,,,,,,,,,,
27521279,0.007,4,4,4,4,1.81,0.50,-1.10,0.01,7.72,13.47,0.9,0.01,,,,,,,,,,,
27521280,0,0,0,0,0,0.00,0.50,0.00,0.01,14.38,20.07,0.9,0.01,,,,,,,,,,,
27521281,0,0,0,0,0,0.00,0.50,0.00,0.01,13.95,19.00,0.9,0,,,,,,,,,,,
27521282,0,0,0,0,0,0.00,0.50,0.00,0.01,13.53,17.86,0.9,0,,,,,,,,,,,
27521283,0,0,0,0,0,0.00,0.50,0.00,0.01,13.12,16.65,0.9,0.02,,,,,,,,,,,
27521284,0,0,0,0,0,0.00,0.50,0.00,0.01,12.71,15.36,0.9,0,,,,,,,,,,,
27521285,0,0,0,0,0,0.00,0.50,0.00,0.01,12.31,13.99,0.9,0.01,,,,,,,,,,,
27521286,0,0,0,0,0,0.00,0.50,0.00,0.01,11.92,12.53,0.9,0,,,,,,,,,,,
27521287,0,0,0,0,0,0.00,0.50,0.00,0.01,11.53,10.97,0.9,0,,,,,,,,,,,
27521288,0,0,0,0,0,0.00,0.50,0.00,0.01,11.16,9.30,0.9,0.01,,,,,,,,,,,
27521289,0,0,0,0,0,0.00,0.50,0.00,0.01,10.79,7.52,0.9,0.01,,,,,,,,,,,
27521290,0.004,4,4,4,4,1.95,0.50,-0.80,0.01,10.44,5.61,0.9,0.01,,,,,,,,,,,
27521291,0.005,4,4,4,4,1.99,0.50,-0.90,0.01,10.10,3.57,0.9,0,,,,,,,,,,,
27521292,0.005,4,4,4,4,2.00,0.50,-0.90,0.01,9.77,1.40,0.9,0,,,,,,,,,,,
27521293,0.005,4,4,4,4,2.00,0.50,-0.90,0.01,9.46,0.93,0.9,0,,,,,,,,,,,
27521294,0.006,4,4,4,4,1.99,0.50,-0.90,0.01,9.16,3.41,0.9,0.01,,,,,,,,,,,
27521295,0.006,4,4,4,4,1.95,0.50,-1.00,0.01,8.88,6.04,0.9,0.01,,,,,,,,,,,
27521296,0.006,4,4,4,4,1.90,0.50,-1.00,0.01,8.62,8.85,0.9,0,,,,,,,,,,,
27521297,0.006,4,4,4,4,1.84,0.50,-1.00,0.01,8.39,11.82,0.9,0.01,,,,,,,,,,,
27521298,0.006,4,4,4,4,1.77,0.50,-1.10,0.01,8.18,14.95,0.9,0.01,,,,,,,,,,,
27521299,0,0,0,0,0,0.00,0.50,0.00,0.01,14.64,18.40,0.9,0.01,,,,,,,,,,,
27521300,0,0,0,0,0,0.00,0.50,0.00,0.01,14.23,17.30,0.9,0.01,,,,,,,,,,,
27521301,0,0,0,0,0,0.00,0.50,0.00,0.01,13.82,16.13,0.9,0.01,,,,,,,,,,,
27521302,0,0,0,0,0,0.00,0.50,0.00,0.01,13.41,14.90,0.9,0.01,,,,,,,,,,,
27521303,0,0,0,0,0,0.00,0.50,0.00,0.01,13.01,13.59,0.9,0,,,,,,,,,,,
27521304,0,0,0,0,0,0.00,0.50,0.00,0.01,12.62,12.19,0.9,0,,,,,,,,,,,
27521305,0,0,0,0,0,0.00,0.50,0.00,0.01,12.24,10.71,0.9,0,,,,,,,,,,,
27521306,0,0,0,0,0,0.00,0.50,0.00,0.01,11.87,9.13,0.9,0,,,,,,,,,,,
27521307,0,0,0,0,0,0.00,0.50,0.00,0.01,11.50,7.45,0.9,0,,,,,,,,,,,
27521308,0,0,0,0,0,0.00,0.50,0.00,0.01,11.15,5.67,0.9,0,,,,,,,,,,,
27521309,0.004,4,4,4,4,1.98,0.50,-0.80,0.01,10.80,3.76,0.9,0,,,,,,,,,,,
27521310,0.004,4,4,4,4,2.00,0.50,-0.80,0.01,10.47,1.74,0.9,0.01,,,,,,,,,,,
27521311,0.005,4,4,4,4,2.00,0.50,-0.90,0.01,10.16,0.41,0.9,0,,,,,,,,,,,
27521312,0.005,4,4,4,4,2.00,0.50,-0.90,0.01,9.86,2.70,0.9,0.01,,,,,,,,,,,
27521313,0.005,4,4,4,4,1.96,0.50,-0.90,0.01,9.57,5.13,0.9,0.01,,,,,,,,,,,
27521314,0.005,4,4,4,4,1.92,0.50,-0.90,0.01,9.31,7.70,0.9,0,,,,,,,,,,,
27521315,0.005,4,4,4,4,1.87,0.50,-1.00,0.01,9.06,10.41,0.9,0.02,,,,,,,,,,,
27521316,0.006,4,4,4,4,1.81,0.50,-1.00,0.01,8.84,13.27,0.9,0.01,,,,,,,,,,,
27521317,0,0,0,0,0,0.00,0.50,0.00,0.01,14.92,16.79,0.9,0,,,,,,,,,,,
27521318,0,0,0,0,0,0.00,0.50,0.00,0.01,14.51,15.67,0.9,0.01,,,,,,,,,,,
27521319,0,0,0,0,0,0.00,0.50,0.00,0.01,14.11,14.48,0.9,0,,,,,,,,,,,
27521320,0,0,0,0,0,0.00,0.50,0.00,0.01,13.72,13.22,0.9,0.01,,,,,,,,,,,
27521321,0,0,0,0,0,0.00,0.50,0.00,0.01,13.33,11.89,0.9,0,,,,,,,,,,,
27521322,0,0,0,0,0,0.00,0.50,0.00,0.01,12.95,10.48,0.9,0.01,,,,,,,,,,,
27521323,0,0,0,0,0,0.00,0.50,0.00,0.01,12.57,8.98,0.9,0,,,,,,,,,,,
27521324,0,0,0,0,0,0.00,0.50,0.00,0.01,12.21,7.40,0.9,0,,,,,,,,,,,
27521325,0,0,0,0,0,0.00,0.50,0.00,0.01,11.85,5.72,0.9,0,,,,,,,,,,,
27521326,0,0,0,0,0,0.00,0.50,0.00,0.01,11.51,3.93,0.9,0,,,,,,,,,,,
27521327,0,0,0,0,0,0.00,0.50,0.00,0.01,11.18,2.04,0.9,0,,,,,,,,,,,
27521328,0.004,4,4,4,4,2.00,0.50,-0.80,0.01,10.86,0.04,0.9,0,,,,,,,,,,,
27521329,0.004,4,4,4,4,2.00,0.50,-0.80,0.01,10.56,2.09,0.9,0,,,,,,,,,,,
27521330,0.004,4,4,4,4,1.97,0.50,-0.80,0.01,10.27,4.33,0.9,0,,,,,,,,,,,
27521331,0.005,4,4,4,4,1.93,0.50,-0.90,0.01,10.00,6.70,0.9,0.01,,,,,,,,,,,
27521332,0.005,4,4,4,4,1.89,0.50,-0.90,0.01,9.74,9.20,0.9,0,,,,,,,,,,,
27521333,0.005,4,4,4,4,1.83,0.50,-0.90,0.01,9.51,11.83,0.9,0,,,,,,,,,,,
27521334,0,0,0,0,0,0.00,0.50,0.00,0.01,14.81,14.10,0.9,0,,,,,,,,,,,
27521335,0,0,0,0,0,0.00,0.50,0.00,0.01,14.42,12.89,0.9,0,,,,,,,,,,,
27521336,0,0,0,0,0,0.00,0.50,0.00,0.01,14.03,11.62,0.9,0,,,,,,,,,,,
27521337,0,0,0,0,0,0.00,0.50,0.00,0.01,13.65,10.27,0.9,0.01,,,,,,,,,,,
27521338,0,0,0,0,0,0.00,0.50,0.00,0.01,13.28,8.85,0.9,0.01,,,,,,,,,,,
27521339,0,0,0,0,0,0.00,0.50,0.00,0.01,12.92,7.35,0.9,0.01,,,,,,,,,,,
27521340,0,0,0,0,0,0.00,0.50,0.00,0.01,12.56,5.76,0.9,0,,,,,,,,,,,
27521341,0,0,0,0,0,0.00,0.50,0.00,0.01,12.22,4.08,0.9,0,,,,,,,,,,,
