Identifier,Features,,,,,,,,,,,,Labels,,,,,,,,,,,
"M = model
R = room
P = simulation points",solidAngle,obstructionValues LowerQuarter,obstructionValues SecondQuarter,obstructionValues ThirdQuarter,obstructionValues HigherQuarter,Projection AspectRatio,Frame ratio,solidAngleTilt,roomAvge SolidAngle,distanceWindowCenterToPt,angleOfPointPositionInReferenceToWindowNormal,windowHeadHeight,DF ,,,,,,,,,,,
24378136,0.071,4,4,4,4,0.39,0.75,12.00,0.16,7.347907,30.080049,4.15,0.48,,,,,,,,,,,
24378137,0.064,4,4,4,4,0.37,0.75,11.60,0.16,7.61082,33.33898,4.15,0.54,,,,,,,,,,,
24378138,0.056,4,4,4,4,0.35,0.75,11.20,0.16,7.896671,36.371218,4.15,0.6,,,,,,,,,,,
24378139,0.05,4,4,4,4,0.33,0.75,10.90,0.16,8.203064,39.184351,4.15,0.38,,,,,,,,,,,
24378140,0.044,4,4,4,4,0.31,0.75,10.50,0.16,8.527784,41.789145,4.15,0.47,,,,,,,,,,,
24378141,0.085,0,0,0,0,0.45,0.75,12.20,0.16,7.19733,17.655002,4.15,0.29,,,,,,,,,,,
24378142,0.079,1,1,1,1,0.44,0.75,11.90,0.16,7.3644,21.364421,4.15,0.3,,,,,,,,,,,
24378143,0.072,2,2,2,2,0.42,0.75,11.70,0.16,7.560902,24.895239,4.15,0.32,,,,,,,,,,,
24378144,0.066,3,3,3,3,0.40,0.75,11.40,0.16,7.784605,28.235244,4.15,0.42,,,,,,,,,,,
24378145,0.059,4,4,4,4,0.38,0.75,11.10,0.16,8.033238,31.378661,4.15,0.4,,,,,,,,,,,
24378146,0.053,4,4,4,4,0.36,0.75,10.70,0.16,8.304562,34.325086,4.15,0.38,,,,,,,,,,,
24378147,0.048,4,4,4,4,0.34,0.75,10.40,0.16,8.596429,37.078324,4.15,0.44,,,,,,,,,,,
24378148,0.043,4,4,4,4,0.33,0.75,10.10,0.16,8.90682,39.645265,4.15,0.48,,,,,,,,,,,
24378149,0.077,0,0,0,0,0.45,0.75,11.50,0.16,7.675278,16.522921,4.15,0.25,,,,,,,,,,,
24378150,0.072,1,1,1,1,0.44,0.75,11.30,0.16,7.83216,20.031797,4.15,0.26,,,,,,,,,,,
24378151,0.066,2,2,2,2,0.42,0.75,11.10,0.16,8.017205,23.390847,4.15,0.28,,,,,,,,,,,
24378152,0.061,3,3,3,3,0.41,0.75,10.80,0.16,8.228512,26.587926,4.15,0.33,,,,,,,,,,,
24378153,0.056,4,4,4,4,0.39,0.75,10.50,0.16,8.464115,29.616035,4.15,0.41,,,,,,,,,,,
24378154,0.05,4,4,4,4,0.37,0.75,10.30,0.16,8.722046,32.472653,4.15,0.45,,,,,,,,,,,
24378155,0.045,4,4,4,4,0.36,0.75,10.00,0.16,9.000385,35.158937,4.15,0.44,,,,,,,,,,,
24378156,0.041,4,4,4,4,0.34,0.75,9.70,0.16,9.297299,37.678901,4.15,0.39,,,,,,,,,,,
24378157,0.069,0,0,0,0,0.46,0.75,10.90,0.16,8.15587,15.523905,4.15,0.23,,,,,,,,,,,
24378158,0.065,1,1,1,1,0.44,0.75,10.70,0.16,8.303678,18.849937,4.15,0.22,,,,,,,,,,,
24378159,0.061,1,1,1,1,0.43,0.75,10.50,0.16,8.478438,22.049293,4.15,0.34,,,,,,,,,,,
24378160,0.056,2,2,2,2,0.41,0.75,10.30,0.16,8.678522,25.110327,4.15,0.35,,,,,,,,,,,
24378161,0.052,3,3,3,3,0.40,0.75,10.10,0.16,8.902224,28.025513,4.15,0.34,,,,,,,,,,,
24378162,0.047,4,4,4,4,0.38,0.75,9.80,0.16,9.14781,30.791029,4.15,0.44,,,,,,,,,,,
24378163,0.043,4,4,4,4,0.37,0.75,9.60,0.16,9.413568,33.406215,4.15,0.37,,,,,,,,,,,
24378164,0.039,4,4,4,4,0.35,0.75,9.30,0.16,9.69784,35.872982,4.15,0.48,,,,,,,,,,,
24379000,0.017,4,4,4,4,13.83,0.82,55.20,0.06,1.252759,67.946815,2.56,0.99,,,,,,,,,,,
24379001,0.021,4,4,4,4,28.12,0.82,65.00,0.06,0.811359,54.568385,2.56,1.27,,,,,,,,,,,
24379002,0.022,4,4,4,4,48.26,0.82,70.60,0.06,0.497194,18.906334,2.56,1.18,,,,,,,,,,,
24379003,0.022,4,4,4,4,42.03,0.82,69.30,0.06,0.579741,35.772507,2.56,1.3,,,,,,,,,,,
24379004,0.02,4,4,4,4,21.84,0.82,61.80,0.06,0.961768,60.720681,2.56,1.04,,,,,,,,,,,
24379005,0.014,4,4,4,4,10.33,0.82,51.40,0.06,1.419118,70.643064,2.56,0.92,,,,,,,,,,,
24379006,0.008,4,4,4,4,4.95,0.82,41.60,0.06,1.898103,75.652017,2.56,0.57,,,,,,,,,,,
24379007,0,0,0,0,0,0.00,0.82,0.00,0.06,2.385727,78.629073,2.56,0.59,,,,,,,,,,,
24379008,0,0,0,0,0,0.00,0.82,0.00,0.06,2.877602,80.592277,2.56,0.37,,,,,,,,,,,
24379009,0,0,0,0,0,0.00,0.82,0.00,0.06,3.371867,81.981185,2.56,0.36,,,,,,,,,,,
24379010,0,0,0,0,0,0.00,0.82,0.00,0.06,3.867608,83.014523,2.56,0.32,,,,,,,,,,,
24379011,0,0,0,0,0,0.00,0.82,0.00,0.06,4.36432,83.812862,2.56,0.39,,,,,,,,,,,
24379012,0,0,0,0,0,0.00,0.82,0.00,0.06,4.861706,84.447952,2.56,0.3,,,,,,,,,,,
24379013,0.096,4,4,4,4,5.04,0.82,46.30,0.06,1.5132,50.113419,2.56,2.45,,,,,,,,,,,
24379014,0.114,4,4,4,4,6.99,0.82,51.70,0.06,1.174169,34.266151,2.56,2.83,,,,,,,,,,,
24379015,0.122,4,4,4,4,8.39,0.82,54.50,0.06,0.983652,9.426318,2.56,3.63,,,,,,,,,,,
24379016,0.12,4,4,4,4,8.04,0.82,53.90,0.06,1.027847,19.251583,2.56,3.22,,,,,,,,,,,
24379017,0.109,4,4,4,4,6.29,0.82,50.00,0.06,1.282719,40.843879,2.56,2.79,,,,,,,,,,,
24379018,0.085,4,4,4,4,4.33,0.82,44.00,0.06,1.653562,54.06719,2.56,1.83,,,,,,,,,,,
24379019,0.056,4,4,4,4,2.84,0.82,37.50,0.06,2.079222,62.179802,2.56,1.23,,,,,,,,,,,
24379020,0.035,4,4,4,4,1.96,0.82,31.70,0.06,2.532205,67.467257,2.56,0.65,,,,,,,,,,,
24379021,0.022,4,4,4,4,1.44,0.82,27.10,0.06,3.00016,71.128953,2.56,0.61,,,,,,,,,,,
24379022,0.014,4,4,4,4,1.11,0.82,23.50,0.06,3.477048,73.794777,2.56,0.5,,,,,,,,,,,
24379023,0.009,4,4,4,4,0.88,0.82,20.60,0.06,3.959641,75.814321,2.56,0.38,,,,,,,,,,,
24379024,0.006,4,4,4,4,0.72,0.82,18.40,0.06,4.446083,77.393573,2.56,0.35,,,,,,,,,,,
24379025,0,0,0,0,0,0.00,0.82,0.00,0.06,4.935236,78.660582,2.56,0.23,,,,,,,,,,,
24379026,0.119,4,4,4,4,4.25,0.82,38.30,0.06,1.873538,38.296967,2.56,2.58,,,,,,,,,,,
24379027,0.139,4,4,4,4,5.06,0.82,41.50,0.06,1.612155,24.209443,2.56,2.7,,,,,,,,,,,
24379028,0.148,4,4,4,4,5.53,0.82,43.10,0.06,1.479169,6.252694,2.56,2.73,,,,,,,,,,,
24379029,0.146,4,4,4,4,5.42,0.82,42.70,0.06,1.50892,12.979161,2.56,2.77,,,,,,,,,,,
24379030,0.133,4,4,4,4,4.80,0.82,40.50,0.06,1.692849,29.7063,2.56,2.39,,,,,,,,,,,
24379031,0.109,4,4,4,4,3.89,0.82,37.00,0.06,1.988627,42.320561,2.56,1.8,,,,,,,,,,,
24379032,0.079,4,4,4,4,2.99,0.82,32.80,0.06,2.354471,51.354424,2.56,1.32,,,,,,,,,,,
24379033,0.055,4,4,4,4,2.32,0.82,28.70,0.06,2.762686,57.844105,2.56,1.05,,,,,,,,,,,
24379034,0.037,4,4,4,4,1.84,0.82,25.20,0.06,3.197082,62.618702,2.56,0.76,,,,,,,,,,,
24379035,0.025,4,4,4,4,1.50,0.82,22.20,0.06,3.648319,66.232473,2.56,0.52,,,,,,,,,,,
24379036,0.017,4,4,4,4,1.25,0.82,19.80,0.06,4.110855,69.042228,2.56,0.46,,,,,,,,,,,
24379037,0.012,4,4,4,4,1.06,0.82,17.80,0.06,4.581269,71.279463,2.56,0.45,,,,,,,,,,,
24379038,0.009,4,4,4,4,0.91,0.82,16.10,0.06,5.057363,73.097832,2.56,0.28,,,,,,,,,,,
24379039,0.115,4,4,4,4,3.90,0.82,32.20,0.06,2.287032,30.510041,2.56,2.03,,,,,,,,,,,
24379040,0.131,4,4,4,4,4.34,0.82,34.10,0.06,2.07832,18.547716,2.56,2.47,,,,,,,,,,,
24379041,0.139,4,4,4,4,4.57,0.82,35.10,0.06,1.976945,4.674228,2.56,2.5,,,,,,,,,,,
24379042,0.137,4,4,4,4,4.52,0.82,34.90,0.06,1.999302,9.759233,2.56,2.68,,,,,,,,,,,
24379043,0.126,4,4,4,4,4.20,0.82,33.50,0.06,2.14152,23.062211,2.56,2.32,,,,,,,,,,,
24379044,0.107,4,4,4,4,3.69,0.82,31.30,0.06,2.382227,34.196747,2.56,1.88,,,,,,,,,,,
24379045,0.083,4,4,4,4,3.09,0.82,28.60,0.06,2.695163,43.023304,2.56,1.3,,,,,,,,,,,
24379046,0.062,4,4,4,4,2.57,0.82,25.80,0.06,3.058235,49.888042,2.56,0.95,,,,,,,,,,,
24379047,0.045,4,4,4,4,2.15,0.82,23.10,0.06,3.455677,55.236978,2.56,0.74,,,,,,,,,,,
24379048,0.032,4,4,4,4,1.83,0.82,20.80,0.06,3.876932,59.454053,2.56,0.57,,,,,,,,,,,
24379049,0.024,4,4,4,4,1.57,0.82,18.80,0.06,4.315032,62.830186,2.56,0.49,,,,,,,,,,,
24379050,0.017,4,4,4,4,1.36,0.82,17.00,0.06,4.765333,65.576369,2.56,0.41,,,,,,,,,,,
24379051,0.013,4,4,4,4,1.19,0.82,15.50,0.06,5.224681,67.844148,2.56,0.31,,,,,,,,,,,
24379052,0.102,4,4,4,4,3.71,0.82,27.50,0.06,2.729631,25.174054,2.56,1.72,,,,,,,,,,,
24379053,0.113,4,4,4,4,3.98,0.82,28.70,0.06,2.5573,14.981996,2.56,1.96,,,,,,,,,,,
24379054,0.119,4,4,4,4,4.11,0.82,29.30,0.06,2.475617,3.731179,2.56,2.13,,,,,,,,,,,
24379055,0.118,4,4,4,4,4.08,0.82,29.20,0.06,2.493507,7.811378,2.56,2.06,,,,,,,,,,,
24379056,0.11,4,4,4,4,3.90,0.82,28.40,0.06,2.608923,18.756672,2.56,1.75,,,,,,,,,,,
24379057,0.096,4,4,4,4,3.57,0.82,26.90,0.06,2.809871,28.456939,2.56,1.5,,,,,,,,,,,
24379058,0.079,4,4,4,4,3.15,0.82,25.10,0.06,3.079655,36.663327,2.56,1.22,,,,,,,,,,,
24379059,0.062,4,4,4,4,2.74,0.82,23.10,0.06,3.401937,43.43409,2.56,0.97,,,,,,,,,,,
24379060,0.047,4,4,4,4,2.39,0.82,21.20,0.06,3.763253,48.970664,2.56,0.82,,,,,,,,,,,
24379061,0.036,4,4,4,4,2.09,0.82,19.30,0.06,4.153429,53.503161,2.56,0.58,,,,,,,,,,,
24379062,0.027,4,4,4,4,1.83,0.82,17.70,0.06,4.56507,57.238311,2.56,0.46,,,,,,,,,,,
24379063,0.021,4,4,4,4,1.62,0.82,16.20,0.06,4.992871,60.344798,2.56,0.38,,,,,,,,,,,
24379064,0.016,4,4,4,4,1.45,0.82,14.90,0.06,5.433016,62.954635,2.56,0.44,,,,,,,,,,,
24380000,0.479,4,4,4,4,1.99,0.46,1.20,0.20,0.606861,8.624505,1.06,0.62,,,,,,,,,,,
24380001,0.233,4,4,4,4,2.00,0.46,0.70,0.20,1.103756,4.729355,1.06,0.28,,,,,,,,,,,
24380002,0.133,4,4,4,4,2.00,0.46,0.50,0.20,1.602584,3.255327,1.06,0.22,,,,,,,,,,,
24380003,0.086,4,4,4,4,2.00,0.46,0.40,0.20,2.101969,2.481369,1.06,0.18,,,,,,,,,,,
24380004,0.059,4,4,4,4,2.00,0.46,0.30,0.20,2.601591,2.004618,1.06,0.23,,,,,,,,,,,
24381000,0,0,0,0,0,0.00,0.30,0.00,0.13,2.554787,76.102207,1.64,0.16,,,,,,,,,,,
24381001,0,0,0,0,0,0.00,0.30,0.00,0.13,2.072906,72.780874,1.64,0.11,,,,,,,,,,,
24381002,0,0,0,0,0,0.00,0.30,0.00,0.13,1.602168,67.480147,1.64,0.18,,,,,,,,,,,
24381003,0.06,4,2,4,4,0.19,0.30,16.00,0.13,1.156263,57.946821,1.64,0.41,,,,,,,,,,,
24381004,0,0,0,0,0,0.00,0.30,0.00,0.13,0.779068,38.033191,1.64,1.52,,,,,,,,,,,
24381005,0.625,4,4,4,1,1.22,0.30,25.20,0.13,0.613962,1.866971,1.64,2.43,,,,,,,,,,,
24381006,0,0,0,0,0,0.00,0.30,0.00,0.13,0.804333,40.278328,1.64,1.01,,,,,,,,,,,
24381007,0,0,0,0,0,0.00,0.30,0.00,0.13,2.718561,65.817669,1.64,0.15,,,,,,,,,,,
24381008,0.008,4,0,4,4,0.07,0.30,9.00,0.13,2.27169,60.644724,1.64,0.16,,,,,,,,,,,
24381009,0.047,4,3,4,4,0.27,0.30,10.80,0.13,1.852182,53.040078,1.64,0.25,,,,,,,,,,,
24381010,0.147,4,4,4,4,0.60,0.30,13.10,0.13,1.483435,41.34772,1.64,0.49,,,,,,,,,,,
24381011,0.33,4,4,4,2,1.03,0.30,15.20,0.13,1.212676,23.316936,1.64,0.64,,,,,,,,,,,
24381012,0.38,4,4,4,4,1.08,0.30,16.20,0.13,1.113816,1.028992,1.64,1.1,,,,,,,,,,,
24381013,0.315,4,4,4,4,0.99,0.30,15.10,0.13,1.22906,25.029798,1.64,0.82,,,,,,,,,,,
24381014,0.012,4,0,4,4,0.15,0.30,7.00,0.13,2.958751,56.949545,1.64,0.14,,,,,,,,,,,
24381015,0.031,4,4,4,4,0.30,0.30,8.00,0.13,2.554254,50.821046,1.64,0.19,,,,,,,,,,,
24381016,0.068,4,4,4,4,0.51,0.30,9.20,0.13,2.189569,42.526484,1.64,0.31,,,,,,,,,,,
24381017,0.133,4,4,4,4,0.77,0.30,10.50,0.13,1.887913,31.271258,1.64,0.42,,,,,,,,,,,
24381018,0.213,4,4,4,3,1.04,0.30,11.60,0.13,1.683514,16.565817,1.64,0.51,,,,,,,,,,,
24381019,0.232,4,4,4,4,1.06,0.30,12.00,0.13,1.61376,0.71019,1.64,0.66,,,,,,,,,,,
24381020,0.207,4,4,4,4,1.02,0.30,11.50,0.13,1.695354,17.861796,1.64,0.6,,,,,,,,,,,
24382000,0,0,0,0,0,0.00,0.59,0.00,0.02,6.931179,83.943925,0.76,0.01,,,,,,,,,,,
24382001,0,0,0,0,0,0.00,0.59,0.00,0.02,6.434186,83.474178,0.76,0.01,,,,,,,,,,,
24382002,0,0,0,0,0,0.00,0.59,0.00,0.02,5.937698,82.925833,0.76,0.01,,,,,,,,,,,
24382003,0,0,0,0,0,0.00,0.59,0.00,0.02,5.441852,82.277491,0.76,0.01,,,,,,,,,,,
24382004,0,0,0,0,0,0.00,0.59,0.00,0.02,4.946843,81.499279,0.76,0.01,,,,,,,,,,,
24382005,0,0,0,0,0,0.00,0.59,0.00,0.02,4.45295,80.548229,0.76,0.01,,,,,,,,,,,
24382006,0,0,0,0,0,0.00,0.59,0.00,0.02,3.960589,79.360321,0.76,0.04,,,,,,,,,,,
24382007,0,0,0,0,0,0.00,0.59,0.00,0.02,3.470413,77.836023,0.76,0.02,,,,,,,,,,,
24382008,0,0,0,0,0,0.00,0.59,0.00,0.02,2.983499,75.812339,0.76,0.01,,,,,,,,,,,
24382009,0,0,0,0,0,0.00,0.59,0.00,0.02,2.501754,73.004562,0.76,0.03,,,,,,,,,,,
24382010,0,0,0,0,0,0.00,0.59,0.00,0.02,2.02886,68.873716,0.76,0.03,,,,,,,,,,,
24382011,0.018,4,4,4,4,0.32,0.59,-11.00,0.02,1.572825,62.294383,0.76,0.02,,,,,,,,,,,
24382012,0.102,4,4,4,4,1.04,0.59,-14.90,0.02,1.153811,50.67114,0.76,0.04,,,,,,,,,,,
24382013,0.291,4,4,4,4,2.28,0.59,-19.50,0.02,0.829929,28.224555,0.76,0.04,,,,,,,,,,,
24382014,0.31,4,4,4,4,2.50,0.59,-21.00,0.02,0.739111,8.363263,0.76,0.03,,,,,,,,,,,
24382015,0.22,4,4,4,4,1.81,0.59,-17.70,0.02,0.950678,39.71883,0.76,0.03,,,,,,,,,,,
24382016,0.051,4,4,4,4,0.65,0.59,-13.10,0.02,1.327136,56.564391,0.76,0.05,,,,,,,,,,,
24382017,0.006,4,4,4,4,0.00,0.59,-9.80,0.02,1.766011,65.539256,0.76,0.02,,,,,,,,,,,
24382018,0,0,0,0,0,0.00,0.59,0.00,0.02,2.230761,70.864486,0.76,0.03,,,,,,,,,,,
24382019,0,0,0,0,0,0.00,0.59,0.00,0.02,2.708099,74.334309,0.76,0.02,,,,,,,,,,,
24382020,0,0,0,0,0,0.00,0.59,0.00,0.02,3.192382,76.75818,0.76,0.03,,,,,,,,,,,
24382021,0,0,0,0,0,0.00,0.59,0.00,0.02,3.68087,78.541233,0.76,0.02,,,,,,,,,,,
24382022,0,0,0,0,0,0.00,0.59,0.00,0.02,4.172087,79.905491,0.76,0.02,,,,,,,,,,,
24382023,0,0,0,0,0,0.00,0.59,0.00,0.02,4.66517,80.981868,0.76,0.01,,,,,,,,,,,
24382024,0,0,0,0,0,0.00,0.59,0.00,0.02,5.159585,81.852218,0.76,0.02,,,,,,,,,,,
24382025,0,0,0,0,0,0.00,0.59,0.00,0.02,7.001607,79.871716,0.76,0.01,,,,,,,,,,,
24382026,0,0,0,0,0,0.00,0.59,0.00,0.02,6.509992,79.097834,0.76,0.02,,,,,,,,,,,
24382027,0,0,0,0,0,0.00,0.59,0.00,0.02,6.019759,78.19772,0.76,0.01,,,,,,,,,,,
24382028,0,0,0,0,0,0.00,0.59,0.00,0.02,5.531275,77.13832,0.76,0.02,,,,,,,,,,,
24382029,0,0,0,0,0,0.00,0.59,0.00,0.02,5.045048,75.874213,0.76,0.02,,,,,,,,,,,
24382030,0,0,0,0,0,0.00,0.59,0.00,0.02,4.561799,74.341398,0.76,0.03,,,,,,,,,,,
24382031,0,0,0,0,0,0.00,0.59,0.00,0.02,4.082587,72.447106,0.76,0.02,,,,,,,,,,,
24382032,0,0,0,0,0,0.00,0.59,0.00,0.02,3.609019,70.05246,0.76,0.03,,,,,,,,,,,
24382033,0,0,0,0,0,0.00,0.59,0.00,0.02,3.143648,66.941963,0.76,0.02,,,,,,,,,,,
24382034,0.006,4,4,4,4,0.25,0.59,-6.30,0.02,2.690729,62.768278,0.76,0.03,,,,,,,,,,,
24382035,0.018,4,4,4,4,0.52,0.59,-7.50,0.02,2.25777,56.952124,0.76,0.03,,,,,,,,,,,
24382036,0.046,4,4,4,4,0.92,0.59,-9.10,0.02,1.858771,48.516759,0.76,0.02,,,,,,,,,,,
24382037,0.104,4,4,4,4,1.52,0.59,-11.00,0.02,1.520701,35.937227,0.76,0.04,,,,,,,,,,,
24382038,0.176,4,4,4,4,2.11,0.59,-12.70,0.02,1.292298,17.681193,0.76,0.03,,,,,,,,,,,
24382039,0.187,4,4,4,4,2.17,0.59,-13.10,0.02,1.235936,4.989943,0.76,0.03,,,,,,,,,,,
24382040,0.15,4,4,4,4,1.92,0.59,-12.10,0.02,1.372968,26.261855,0.76,0.03,,,,,,,,,,,
24382041,0.074,4,4,4,4,1.24,0.59,-10.20,0.02,1.656062,41.971176,0.76,0.03,,,,,,,,,,,
24382042,0.031,4,4,4,4,0.73,0.59,-8.40,0.02,2.024857,52.550033,0.76,0.04,,,,,,,,,,,
24382043,0.011,4,4,4,4,0.39,0.59,-7.00,0.02,2.440809,59.705547,0.76,0.02,,,,,,,,,,,
24382044,0,0,0,0,0,0.00,0.59,0.00,0.02,2.883583,64.723522,0.76,0.03,,,,,,,,,,,
24382045,0,0,0,0,0,0.00,0.59,0.00,0.02,3.342537,68.38559,0.76,0.03,,,,,,,,,,,
24382046,0,0,0,0,0,0.00,0.59,0.00,0.02,3.811831,71.155073,0.76,0.03,,,,,,,,,,,
24382047,0,0,0,0,0,0.00,0.59,0.00,0.02,4.288072,73.313545,0.76,0.03,,,,,,,,,,,
24382048,0,0,0,0,0,0.00,0.59,0.00,0.02,4.769178,75.038586,0.76,0.01,,,,,,,,,,,
24382049,0,0,0,0,0,0.00,0.59,0.00,0.02,5.253814,76.446464,0.76,0.01,,,,,,,,,,,
24382050,0,0,0,0,0,0.00,0.59,0.00,0.02,7.106599,75.900189,0.76,0.01,,,,,,,,,,,
24382051,0,0,0,0,0,0.00,0.59,0.00,0.02,6.622783,74.846348,0.76,0.02,,,,,,,,,,,
24382052,0,0,0,0,0,0.00,0.59,0.00,0.02,6.14156,73.626891,0.76,0.03,,,,,,,,,,,
24382053,0,0,0,0,0,0.00,0.59,0.00,0.02,5.663591,72.200866,0.76,0.02,,,,,,,,,,,
24382054,0,0,0,0,0,0.00,0.59,0.00,0.02,5.189775,70.513244,0.76,0.02,,,,,,,,,,,
24382055,0,0,0,0,0,0.00,0.59,0.00,0.02,4.721362,68.488699,0.76,0.01,,,,,,,,,,,
24382056,0,0,0,0,0,0.00,0.59,0.00,0.02,4.260137,66.022114,0.76,0.02,,,,,,,,,,,
24382057,0,0,0,0,0,0.00,0.59,0.00,0.02,3.80871,62.963973,0.76,0.02,,,,,,,,,,,
24382058,0.007,4,4,4,4,0.39,0.59,-5.00,0.02,3.371019,59.098138,0.76,0.04,,,,,,,,,,,
24382059,0.013,4,4,4,4,0.61,0.59,-5.70,0.02,2.95318,54.109864,0.76,0.03,,,,,,,,,,,
24382060,0.026,4,4,4,4,0.89,0.59,-6.60,0.02,2.564913,47.547805,0.76,0.03,,,,,,,,,,,
24382061,0.047,4,4,4,4,1.26,0.59,-7.60,0.02,2.221774,38.810757,0.76,0.02,,,,,,,,,,,
24382062,0.08,4,4,4,4,1.70,0.59,-8.60,0.02,1.947764,27.272074,0.76,0.03,,,,,,,,,,,
24382063,0.11,4,4,4,4,2.06,0.59,-9.30,0.02,1.775186,12.773767,0.76,0.02,,,,,,,,,,,
24382064,0.116,4,4,4,4,2.09,0.59,-9.50,0.02,1.734586,3.553243,0.76,0.04,,,,,,,,,,,
24382065,0.1,4,4,4,4,1.95,0.59,-9.00,0.02,1.834746,19.336167,0.76,0.03,,,,,,,,,,,
24382066,0.065,4,4,4,4,1.51,0.59,-8.10,0.02,2.055187,32.607545,0.76,0.01,,,,,,,,,,,
24382067,0.037,4,4,4,4,1.09,0.59,-7.10,0.02,2.362477,42.877341,0.76,0.04,,,,,,,,,,,
24382068,0.02,4,4,4,4,0.76,0.59,-6.20,0.02,2.727416,50.597902,0.76,0.01,,,,,,,,,,,
24382069,0.01,4,4,4,4,0.51,0.59,-5.40,0.02,3.129905,56.417827,0.76,0.03,,,,,,,,,,,
24382070,0.005,4,4,4,4,0.32,0.59,-4.70,0.02,3.557219,60.876952,0.76,0.02,,,,,,,,,,,
24382071,0,0,0,0,0,0.00,0.59,0.00,0.02,4.001413,64.36351,0.76,0.01,,,,,,,,,,,
24382072,0,0,0,0,0,0.00,0.59,0.00,0.02,4.457444,67.145298,0.76,0.03,,,,,,,,,,,
24382073,0,0,0,0,0,0.00,0.59,0.00,0.02,4.922023,69.406482,0.76,0.01,,,,,,,,,,,
24382074,0,0,0,0,0,0.00,0.59,0.00,0.02,5.392941,71.275272,0.76,0.02,,,,,,,,,,,
24382075,0,0,0,0,0,0.00,0.59,0.00,0.02,7.244653,72.062103,0.76,0.01,,,,,,,,,,,
24382076,0,0,0,0,0,0.00,0.59,0.00,0.02,6.770709,70.758855,0.76,0.01,,,,,,,,,,,
24382077,0,0,0,0,0,0.00,0.59,0.00,0.02,6.300794,69.26034,0.76,0.02,,,,,,,,,,,
24382078,0,0,0,0,0,0.00,0.59,0.00,0.02,5.835881,67.521714,0.76,0.01,,,,,,,,,,,
24382079,0,0,0,0,0,0.00,0.59,0.00,0.02,5.377268,65.484369,0.76,0.02,,,,,,,,,,,
24382080,0,0,0,0,0,0.00,0.59,0.00,0.02,4.926714,63.070852,0.76,0.02,,,,,,,,,,,
24382081,0,0,0,0,0,0.00,0.59,0.00,0.02,4.486649,60.177866,0.76,0.02,,,,,,,,,,,
24382082,0.006,4,4,4,4,0.48,0.59,-4.10,0.02,4.060483,56.667008,0.76,0.02,,,,,,,,,,,
24382083,0.01,4,4,4,4,0.66,0.59,-4.60,0.02,3.653084,52.353664,0.76,0.02,,,,,,,,,,,
24382084,0.017,4,4,4,4,0.88,0.59,-5.10,0.02,3.271472,46.997287,0.76,0.02,,,,,,,,,,,
24382085,0.027,4,4,4,4,1.15,0.59,-5.70,0.02,2.925753,40.303858,0.76,0.03,,,,,,,,,,,
24382086,0.041,4,4,4,4,1.46,0.59,-6.40,0.02,2.63012,31.96779,0.76,0.03,,,,,,,,,,,
24382087,0.059,4,4,4,4,1.79,0.59,-6.90,0.02,2.40313,21.801334,0.76,0.02,,,,,,,,,,,
24382088,0.074,4,4,4,4,2.04,0.59,-7.30,0.02,2.26551,9.976772,0.76,0.02,,,,,,,,,,,
24382089,0.077,4,4,4,4,2.06,0.59,-7.40,0.02,2.23384,2.758406,0.76,0.03,,,,,,,,,,,
24382090,0.069,4,4,4,4,1.96,0.59,-7.20,0.02,2.312476,15.230728,0.76,0.04,,,,,,,,,,,
24382091,0.051,4,4,4,4,1.65,0.59,-6.70,0.02,2.490993,26.397938,0.76,0.03,,,,,,,,,,,
24382092,0.035,4,4,4,4,1.32,0.59,-6.10,0.02,2.750009,35.770824,0.76,0.03,,,,,,,,,,,
24382093,0.022,4,4,4,4,1.03,0.59,-5.50,0.02,3.06921,43.366269,0.76,0.05,,,,,,,,,,,
24382094,0.013,4,4,4,4,0.78,0.59,-4.90,0.02,3.431844,49.446252,0.76,0.03,,,,,,,,,,,
24382095,0.008,4,4,4,4,0.58,0.59,-4.40,0.02,3.825579,54.320868,0.76,0.02,,,,,,,,,,,
24382096,0.005,4,4,4,4,0.41,0.59,-4.00,0.02,4.241764,58.263082,0.76,0.03,,,,,,,,,,,
24382097,0,0,0,0,0,0.00,0.59,0.00,0.02,4.674405,61.488587,0.76,0.01,,,,,,,,,,,
24382098,0,0,0,0,0,0.00,0.59,0.00,0.02,5.119333,64.160726,0.76,0.01,,,,,,,,,,,
24382099,0,0,0,0,0,0.00,0.59,0.00,0.02,5.573605,66.401522,0.76,0.03,,,,,,,,,,,
24382100,0,0,0,0,0,0.00,0.59,0.00,0.02,7.413923,68.383338,0.76,0.01,,,,,,,,,,,
24382101,0,0,0,0,0,0.00,0.59,0.00,0.02,6.951529,66.864971,0.76,0.02,,,,,,,,,,,
24382102,0,0,0,0,0,0.00,0.59,0.00,0.02,6.49471,65.131644,0.76,0.02,,,,,,,,,,,
24382103,0,0,0,0,0,0.00,0.59,0.00,0.02,6.04473,63.138195,0.76,0.03,,,,,,,,,,,
24382104,0,0,0,0,0,0.00,0.59,0.00,0.02,5.603237,60.827427,0.76,0.01,,,,,,,,,,,
24382105,0,0,0,0,0,0.00,0.59,0.00,0.02,5.172404,58.126682,0.76,0.03,,,,,,,,,,,
24382106,0.005,4,4,4,4,0.54,0.59,-3.50,0.02,4.755131,54.943783,0.76,0.01,,,,,,,,,,,
