Identifier,Features,,,,,,,,,,,,Labels,,,,,,,,,,,
"M = model
R = room
P = simulation points",solidAngle,obstructionValues LowerQuarter,obstructionValues SecondQuarter,obstructionValues ThirdQuarter,obstructionValues HigherQuarter,Projection AspectRatio,Frame ratio,solidAngleTilt,roomAvge SolidAngle,distanceWindowCenterToPt,angleOfPointPositionInReferenceToWindowNormal,windowHeadHeight,DF ,,,,,,,,,,,
30495037,0.021,1,1,1,1,3.14,0.79,13.70,0.04,6.51,0.98,2.7,0.2,,,,,,,,,,,
30495038,0.019,1,1,1,1,3.11,0.79,12.80,0.04,7.00,1.64,2.7,0.11,,,,,,,,,,,
30495039,0.017,1,1,1,1,3.09,0.79,12.00,0.04,7.50,2.21,2.7,0.1,,,,,,,,,,,
30495040,0,0,0,0,0,0.00,0.79,0.00,0.04,0.70,41.98,2.7,0.41,,,,,,,,,,,
30495041,0.062,4,4,3,1,9.12,0.79,56.00,0.04,1.08,20.44,2.7,1.06,,,,,,,,,,,
30495042,0.085,4,4,4,4,5.80,0.79,45.90,0.04,1.53,10.83,2.7,1.57,,,,,,,,,,,
30495043,0.084,1,4,4,4,4.66,0.79,38.20,0.04,2.00,5.67,2.7,1.11,,,,,,,,,,,
30495044,0.075,1,1,1,1,4.10,0.79,32.40,0.04,2.49,2.51,2.7,0.61,,,,,,,,,,,
30495045,0.064,1,1,1,1,3.78,0.79,28.00,0.04,2.98,0.39,2.7,0.44,,,,,,,,,,,
30495046,0.054,1,1,1,1,3.58,0.79,24.50,0.04,3.47,1.14,2.7,0.47,,,,,,,,,,,
30495047,0.046,2,2,2,2,3.44,0.79,21.80,0.04,3.96,2.28,2.7,0.34,,,,,,,,,,,
30495048,0.039,2,2,2,2,3.35,0.79,19.60,0.04,4.46,3.17,2.7,0.3,,,,,,,,,,,
30495049,0.033,2,2,2,2,3.27,0.79,17.80,0.04,4.96,3.89,2.7,0.25,,,,,,,,,,,
30495050,0.028,2,2,2,2,3.22,0.79,16.20,0.04,5.45,4.47,2.7,0.17,,,,,,,,,,,
30495051,0.025,2,2,2,2,3.17,0.79,15.00,0.04,5.95,4.95,2.7,0.12,,,,,,,,,,,
30495052,0.022,2,2,2,2,3.14,0.79,13.80,0.04,6.45,5.36,2.7,0.19,,,,,,,,,,,
30495053,0.019,2,2,2,2,3.11,0.79,12.90,0.04,6.95,5.72,2.7,0.11,,,,,,,,,,,
30495054,0,0,0,0,0,0.00,0.79,0.00,0.04,0.43,3.61,2.7,0.32,,,,,,,,,,,
30495055,0.055,2,2,3,3,11.49,0.79,59.30,0.04,0.93,7.19,2.7,1.2,,,,,,,,,,,
30495056,0.084,4,4,4,4,6.23,0.79,47.80,0.04,1.43,8.26,2.7,1.64,,,,,,,,,,,
30495057,0.085,4,4,4,4,4.77,0.79,39.30,0.04,1.93,8.78,2.7,1.32,,,,,,,,,,,
30495058,0.076,2,2,3,3,4.13,0.79,33.10,0.04,2.43,9.08,2.7,0.9,,,,,,,,,,,
30495059,0.065,2,2,2,2,3.78,0.79,28.40,0.04,2.93,9.28,2.7,0.42,,,,,,,,,,,
30495060,0.054,2,2,2,2,3.56,0.79,24.80,0.04,3.43,9.42,2.7,0.5,,,,,,,,,,,
30495061,0.046,2,2,2,3,3.42,0.79,22.00,0.04,3.93,9.53,2.7,0.45,,,,,,,,,,,
30495062,0.039,3,3,3,3,3.32,0.79,19.70,0.04,4.43,9.61,2.7,0.31,,,,,,,,,,,
30495063,0.043,4,0,4,4,10.97,0.79,58.20,0.04,1.03,36.19,2.7,0.83,,,,,,,,,,,
30495064,0.074,4,4,4,4,5.85,0.79,47.20,0.04,1.50,27.78,2.7,1.49,,,,,,,,,,,
30496000,0,0,0,0,0,0.00,0.86,0.00,0.09,5.59,82.89,3.07,0.22,,,,,,,,,,,
30496001,0,0,0,0,0,0.00,0.86,0.00,0.09,5.58,77.76,3.07,0.19,,,,,,,,,,,
30496002,0,0,0,0,0,0.00,0.86,0.00,0.09,5.62,72.66,3.07,0.21,,,,,,,,,,,
30496003,0,0,0,0,0,0.00,0.86,0.00,0.09,5.70,67.67,3.07,0.17,,,,,,,,,,,
30496004,0,0,0,0,0,0.00,0.86,0.00,0.09,5.83,62.86,3.07,0.19,,,,,,,,,,,
30496005,0,0,0,0,0,0.00,0.86,0.00,0.09,5.08,77.57,3.07,0.2,,,,,,,,,,,
30496006,0,0,0,0,0,0.00,0.86,0.00,0.09,5.13,71.97,3.07,0.26,,,,,,,,,,,
30496007,0,0,0,0,0,0.00,0.86,0.00,0.09,5.22,66.52,3.07,0.24,,,,,,,,,,,
30496008,0,0,0,0,0,0.00,0.86,0.00,0.09,5.35,61.31,3.07,0.26,,,,,,,,,,,
30496009,0,0,0,0,0,0.00,0.86,0.00,0.09,4.58,77.33,3.07,0.22,,,,,,,,,,,
30496010,0,0,0,0,0,0.00,0.86,0.00,0.09,4.63,71.14,3.07,0.27,,,,,,,,,,,
30496011,0,0,0,0,0,0.00,0.86,0.00,0.09,4.73,65.14,3.07,0.23,,,,,,,,,,,
30496012,0,0,0,0,0,0.00,0.86,0.00,0.09,4.88,59.45,3.07,0.33,,,,,,,,,,,
30496013,0,0,0,0,0,0.00,0.86,0.00,0.09,4.08,77.03,3.07,0.29,,,,,,,,,,,
30496014,0,0,0,0,0,0.00,0.86,0.00,0.09,4.14,70.10,3.07,0.34,,,,,,,,,,,
30496015,0,0,0,0,0,0.00,0.86,0.00,0.09,4.25,63.44,3.07,0.33,,,,,,,,,,,
30496016,0,0,0,0,0,0.00,0.86,0.00,0.09,4.42,57.20,3.07,0.33,,,,,,,,,,,
30496017,0,0,0,0,0,0.00,0.86,0.00,0.09,3.58,76.65,3.07,0.31,,,,,,,,,,,
30496018,0,0,0,0,0,0.00,0.86,0.00,0.09,3.65,68.78,3.07,0.37,,,,,,,,,,,
30496019,0,0,0,0,0,0.00,0.86,0.00,0.09,3.77,61.30,3.07,0.39,,,,,,,,,,,
30496020,0.01,0,0,0,0,0.05,0.86,15.90,0.09,3.96,54.42,3.07,0.4,,,,,,,,,,,
30496021,0,0,0,0,0,0.00,0.86,0.00,0.09,3.08,76.15,3.07,0.42,,,,,,,,,,,
30496022,0,0,0,0,0,0.00,0.86,0.00,0.09,3.16,67.05,3.07,0.38,,,,,,,,,,,
30496023,0,0,0,0,0,0.00,0.86,0.00,0.09,3.30,58.56,3.07,0.54,,,,,,,,,,,
30496024,0.021,0,0,0,0,0.09,0.86,17.60,0.09,3.51,50.93,3.07,0.41,,,,,,,,,,,
30496025,0,0,0,0,0,0.00,0.86,0.00,0.09,2.59,75.46,3.07,0.38,,,,,,,,,,,
30496026,0,0,0,0,0,0.00,0.86,0.00,0.09,2.67,64.70,3.07,0.37,,,,,,,,,,,
30496027,0.015,0,0,0,0,0.05,0.86,20.80,0.09,2.84,54.91,3.07,0.43,,,,,,,,,,,
30496028,0.04,0,0,0,3,0.15,0.86,19.50,0.09,3.08,46.45,3.07,0.66,,,,,,,,,,,
30496029,0.054,0,0,0,4,0.22,0.86,18.10,0.09,3.39,39.36,3.07,0.57,,,,,,,,,,,
30496030,0,0,0,0,0,0.00,0.86,0.00,0.09,2.19,61.30,3.07,0.6,,,,,,,,,,,
30496031,0.043,0,0,0,4,0.12,0.86,23.50,0.09,2.40,49.88,3.07,0.68,,,,,,,,,,,
30496032,0.073,0,0,0,4,0.22,0.86,21.70,0.09,2.68,40.58,3.07,0.9,,,,,,,,,,,
30496033,0.084,0,0,2,4,0.29,0.86,19.80,0.09,3.02,33.21,3.07,0.96,,,,,,,,,,,
30496034,0.022,0,0,0,4,0.05,0.86,29.00,0.09,1.72,56.03,3.07,0.89,,,,,,,,,,,
30496035,0.101,0,0,3,4,0.23,0.86,26.70,0.09,1.98,42.66,3.07,1.13,,,,,,,,,,,
30496036,0.126,0,0,4,4,0.32,0.86,24.10,0.09,2.32,32.74,3.07,1.31,,,,,,,,,,,
30496037,0.126,0,0,4,4,0.38,0.86,21.50,0.09,2.70,25.49,3.07,1.3,,,,,,,,,,,
30496038,0.133,0,0,4,4,0.24,0.86,34.10,0.09,1.28,47.01,3.07,2.06,,,,,,,,,,,
30496039,0.211,0,2,4,4,0.40,0.86,30.20,0.09,1.61,31.85,3.07,2.39,,,,,,,,,,,
30496040,0.204,0,0,4,4,0.45,0.86,26.40,0.09,2.01,22.24,3.07,2.2,,,,,,,,,,,
30496041,0.177,0,0,4,4,0.48,0.86,23.10,0.09,2.44,15.93,3.07,1.6,,,,,,,,,,,
30496042,0.389,0,3,3,1,0.70,0.86,40.80,0.09,0.90,29.59,3.07,5.28,,,,,,,,,,,
30496043,0.344,0,4,4,4,0.60,0.86,33.60,0.09,1.33,15.61,3.07,3.64,,,,,,,,,,,
30496044,0.272,1,1,4,4,0.55,0.86,28.40,0.09,1.79,8.61,3.07,2.71,,,,,,,,,,,
30496045,0.212,1,1,4,4,0.53,0.86,24.40,0.09,2.27,4.52,3.07,1.98,,,,,,,,,,,
30496046,0.368,4,4,4,4,0.89,0.86,46.40,0.09,0.70,3.79,3.07,8.23,,,,,,,,,,,
30496047,0.367,2,4,4,4,0.64,0.86,35.50,0.09,1.20,6.49,3.07,4.84,,,,,,,,,,,
30496048,0.286,2,2,4,4,0.56,0.86,29.30,0.09,1.70,7.60,3.07,3.29,,,,,,,,,,,
30496049,0.219,3,3,4,4,0.53,0.86,24.90,0.09,2.19,8.20,3.07,2.39,,,,,,,,,,,
30496050,0,0,0,0,0,0.00,0.86,0.00,0.09,0.81,41.54,3.07,5.61,,,,,,,,,,,
30496051,0.298,4,4,4,4,0.51,0.86,34.40,0.09,1.27,29.70,3.07,3.95,,,,,,,,,,,
30496052,0.234,4,4,4,4,0.47,0.86,28.80,0.09,1.75,24.23,3.07,3.22,,,,,,,,,,,
30496053,0.182,4,4,4,4,0.45,0.86,24.60,0.09,2.23,21.13,3.07,2.55,,,,,,,,,,,
30496054,0.143,4,4,4,4,0.43,0.86,21.40,0.09,2.73,19.15,3.07,2.15,,,,,,,,,,,
30497000,0.513,2,3,4,4,1.36,0.28,33.50,0.16,0.83,37.26,2.06,2.95,,,,,,,,,,,
30497001,0.412,0,3,4,4,1.22,0.28,25.00,0.16,1.23,19.79,2.06,1.65,,,,,,,,,,,
30497002,0.299,0,4,4,4,1.16,0.28,19.60,0.16,1.68,11.22,2.06,0.69,,,,,,,,,,,
30497003,0.468,4,4,4,0,1.92,0.28,41.60,0.16,0.57,1.29,2.06,4.38,,,,,,,,,,,
30497004,0.455,3,4,4,4,1.31,0.28,27.50,0.16,1.07,4.08,2.06,2,,,,,,,,,,,
30497005,0.325,1,4,4,4,1.18,0.28,20.70,0.16,1.57,6.05,2.06,1.05,,,,,,,,,,,
30497006,0.44,3,4,2,1,1.21,0.28,26.70,0.16,1.13,30.16,2.06,1.73,,,,,,,,,,,
30497007,0.305,2,4,4,1,1.11,0.28,20.40,0.16,1.61,24.09,2.06,1.03,,,,,,,,,,,
30497008,0.213,2,4,4,4,1.06,0.28,16.40,0.16,2.10,20.82,2.06,0.47,,,,,,,,,,,
30497009,0.211,4,4,4,4,0.63,0.28,23.40,0.16,1.38,50.03,2.06,0.72,,,,,,,,,,,
30497010,0.193,4,4,4,4,0.78,0.28,18.90,0.16,1.80,39.77,2.06,0.53,,,,,,,,,,,
30497011,0.155,4,4,4,4,0.84,0.28,15.60,0.16,2.24,33.47,2.06,0.39,,,,,,,,,,,
30497012,0.046,4,4,4,4,0.19,0.28,19.70,0.16,1.75,62.74,2.06,0.42,,,,,,,,,,,
30497013,0.092,4,4,4,4,0.46,0.28,16.80,0.16,2.09,51.80,2.06,0.31,,,,,,,,,,,
30497014,0.096,4,4,4,4,0.60,0.28,14.30,0.16,2.48,44.13,2.06,0.37,,,,,,,,,,,
30497015,0,0,0,0,0,0.00,0.28,0.00,0.16,2.16,70.83,2.06,0.2,,,,,,,,,,,
30497016,0.034,4,4,4,4,0.22,0.28,14.70,0.16,2.45,60.59,2.06,0.32,,,,,,,,,,,
30497017,0.052,4,4,4,4,0.40,0.28,12.90,0.16,2.79,52.67,2.06,0.2,,,,,,,,,,,
30497018,0,0,0,0,0,0.00,0.28,0.00,0.16,2.61,76.23,2.06,0.17,,,,,,,,,,,
30497019,0.006,4,4,4,4,0.00,0.28,12.80,0.16,2.85,67.01,2.06,0.21,,,,,,,,,,,
30497020,0.024,4,4,4,4,0.24,0.28,11.60,0.16,3.15,59.39,2.06,0.2,,,,,,,,,,,
30497021,0,0,0,0,0,0.00,0.28,0.00,0.16,3.28,71.80,2.06,0.14,,,,,,,,,,,
30497022,0.009,4,4,4,4,0.11,0.28,10.40,0.16,3.55,64.68,2.06,0.17,,,,,,,,,,,
30497023,0.018,4,4,4,4,0.24,0.28,9.50,0.16,3.86,58.63,2.06,0.21,,,,,,,,,,,
30497024,0,0,0,0,0,0.00,0.28,0.00,0.16,3.73,75.47,2.06,0.11,,,,,,,,,,,
30497025,0,0,0,0,0,0.00,0.28,0.00,0.16,3.96,68.89,2.06,0.14,,,,,,,,,,,
30497026,0.009,4,4,4,4,0.14,0.28,8.70,0.16,4.25,63.12,2.06,0.14,,,,,,,,,,,
30498000,0.044,0,0,2,4,0.57,0.84,15.10,0.07,4.29,21.97,2.71,0.45,,,,,,,,,,,
30498001,0.04,0,0,2,4,0.60,0.84,13.80,0.07,4.72,18.74,2.71,0.35,,,,,,,,,,,
30498002,0.036,0,0,0,4,0.62,0.84,12.70,0.07,5.16,16.05,2.71,0.3,,,,,,,,,,,
30498003,0.032,0,0,0,4,0.64,0.84,11.70,0.07,5.62,13.79,2.71,0.23,,,,,,,,,,,
30498004,0.029,0,0,0,4,0.65,0.84,10.90,0.07,6.08,11.86,2.71,0.19,,,,,,,,,,,
30498005,0.026,0,0,0,4,0.67,0.84,10.10,0.07,6.54,10.22,2.71,0.18,,,,,,,,,,,
30498006,0.023,0,0,0,0,0.67,0.84,9.50,0.07,7.01,8.79,2.71,0.16,,,,,,,,,,,
30498007,0.038,0,0,0,4,0.28,0.84,27.70,0.07,2.11,47.48,2.71,0.65,,,,,,,,,,,
30498008,0.062,0,0,2,3,0.44,0.84,24.90,0.07,2.42,37.41,2.71,0.68,,,,,,,,,,,
30498009,0.069,0,0,3,4,0.54,0.84,22.10,0.07,2.78,29.77,2.71,0.67,,,,,,,,,,,
30498010,0.067,0,1,3,4,0.59,0.84,19.70,0.07,3.18,23.96,2.71,0.6,,,,,,,,,,,
30498011,0.061,0,2,3,4,0.63,0.84,17.70,0.07,3.60,19.49,2.71,0.62,,,,,,,,,,,
30498012,0.054,0,0,4,4,0.65,0.84,15.90,0.07,4.05,15.97,2.71,0.43,,,,,,,,,,,
30498013,0.048,0,0,4,4,0.67,0.84,14.40,0.07,4.50,13.16,2.71,0.26,,,,,,,,,,,
30498014,0.042,0,0,4,4,0.68,0.84,13.20,0.07,4.96,10.86,2.71,0.29,,,,,,,,,,,
30498015,0.037,0,0,0,4,0.69,0.84,12.10,0.07,5.43,8.96,2.71,0.28,,,,,,,,,,,
30498016,0.033,0,0,0,4,0.70,0.84,11.20,0.07,5.91,7.37,2.71,0.22,,,,,,,,,,,
30498017,0.029,0,0,0,4,0.71,0.84,10.40,0.07,6.38,6.01,2.71,0.15,,,,,,,,,,,
30498018,0.026,0,0,0,0,0.71,0.84,9.70,0.07,6.87,4.84,2.71,0.19,,,,,,,,,,,
30498019,0.022,0,1,4,4,0.22,0.84,36.80,0.07,1.43,53.72,2.71,0.87,,,,,,,,,,,
30498020,0.087,0,2,3,4,0.54,0.84,32.30,0.07,1.71,38.51,2.71,1.33,,,,,,,,,,,
30498021,0.106,1,3,4,4,0.65,0.84,28.00,0.07,2.08,28.07,2.71,1.22,,,,,,,,,,,
30498022,0.101,0,3,4,4,0.70,0.84,24.20,0.07,2.49,20.91,2.71,1.25,,,,,,,,,,,
30498023,0.09,0,3,4,4,0.72,0.84,21.20,0.07,2.93,15.84,2.71,0.87,,,,,,,,,,,
30498024,0.077,0,4,4,4,0.73,0.84,18.70,0.07,3.38,12.12,2.71,0.55,,,,,,,,,,,
30498025,0.066,0,0,4,4,0.74,0.84,16.60,0.07,3.85,9.28,2.71,0.53,,,,,,,,,,,
30498026,0.056,0,0,4,4,0.74,0.84,15.00,0.07,4.32,7.07,2.71,0.44,,,,,,,,,,,
30498027,0.048,0,0,4,4,0.74,0.84,13.60,0.07,4.80,5.29,2.71,0.31,,,,,,,,,,,
30498028,0.041,0,0,0,4,0.73,0.84,12.40,0.07,5.29,3.84,2.71,0.23,,,,,,,,,,,
30498029,0.035,0,0,0,4,0.73,0.84,11.40,0.07,5.77,2.63,2.71,0.22,,,,,,,,,,,
30498030,0.031,0,0,0,4,0.72,0.84,10.60,0.07,6.26,1.61,2.71,0.19,,,,,,,,,,,
30498031,0.027,0,0,0,0,0.72,0.84,9.80,0.07,6.75,0.74,2.71,0.17,,,,,,,,,,,
30498032,0.089,4,4,4,4,1.14,0.84,45.80,0.07,1.01,41.15,2.71,2.27,,,,,,,,,,,
30498033,0.166,4,4,4,4,0.99,0.84,37.30,0.07,1.38,24.65,2.71,2.57,,,,,,,,,,,
30498034,0.161,3,4,3,3,0.91,0.84,30.90,0.07,1.81,15.55,2.71,1.9,,,,,,,,,,,
30498035,0.134,4,4,4,4,0.84,0.84,26.00,0.07,2.27,10.05,2.71,1.44,,,,,,,,,,,
30498036,0.108,0,4,4,4,0.80,0.84,22.30,0.07,2.74,6.43,2.71,1.04,,,,,,,,,,,
30498037,0.088,0,4,4,4,0.78,0.84,19.50,0.07,3.23,3.88,2.71,0.73,,,,,,,,,,,
30498038,0.072,0,0,4,4,0.76,0.84,17.20,0.07,3.71,1.99,2.71,0.48,,,,,,,,,,,
30498039,0.059,0,0,4,4,0.75,0.84,15.40,0.07,4.20,0.55,2.71,0.49,,,,,,,,,,,
30498040,0.05,0,0,4,4,0.74,0.84,13.90,0.07,4.70,0.60,2.71,0.34,,,,,,,,,,,
30498041,0.042,0,0,0,4,0.73,0.84,12.60,0.07,5.19,1.52,2.71,0.27,,,,,,,,,,,
30498042,0.036,0,0,0,4,0.73,0.84,11.60,0.07,5.68,2.29,2.71,0.21,,,,,,,,,,,
30498043,0.031,0,0,0,4,0.72,0.84,10.70,0.07,6.18,2.93,2.71,0.17,,,,,,,,,,,
30498044,0.097,4,4,4,4,2.66,0.84,54.90,0.07,0.69,14.33,2.71,3.08,,,,,,,,,,,
30498045,0.19,4,4,4,4,1.21,0.84,41.30,0.07,1.16,4.04,2.71,3.6,,,,,,,,,,,
30498046,0.176,4,4,4,4,0.96,0.84,32.90,0.07,1.65,0.24,2.71,2.46,,,,,,,,,,,
30498047,0.143,4,4,4,4,0.86,0.84,27.10,0.07,2.15,2.56,2.71,1.62,,,,,,,,,,,
30498048,0.114,0,4,4,4,0.81,0.84,23.00,0.07,2.64,4.01,2.71,1.09,,,,,,,,,,,
30498049,0.091,0,4,4,4,0.78,0.84,19.90,0.07,3.14,5.00,2.71,0.85,,,,,,,,,,,
30498050,0.074,0,0,4,4,0.76,0.84,17.50,0.07,3.64,5.72,2.71,0.63,,,,,,,,,,,
30499000,0.502,4,4,4,4,1.59,0.33,38.20,0.15,0.79,19.92,2.26,4.76,,,,,,,,,,,
30499001,0.439,4,4,4,4,1.28,0.33,27.90,0.15,1.25,8.35,2.26,2.31,,,,,,,,,,,
30499002,0.329,3,4,4,4,1.18,0.33,22.00,0.15,1.73,3.07,2.26,1.49,,,,,,,,,,,
30499003,0.481,4,4,4,3,1.77,0.33,41.60,0.15,0.69,18.59,2.26,5.05,,,,,,,,,,,
30499004,0.454,4,4,4,4,1.29,0.33,29.00,0.15,1.19,15.10,2.26,2.87,,,,,,,,,,,
30499005,0.336,4,4,4,4,1.17,0.33,22.50,0.15,1.69,13.67,2.26,1.27,,,,,,,,,,,
30499006,0.246,4,4,4,4,1.12,0.33,18.30,0.15,2.19,12.89,2.26,1.04,,,,,,,,,,,
30499007,0,0,0,0,0,0.00,0.33,0.00,0.15,0.91,51.42,2.26,2.35,,,,,,,,,,,
30499008,0.384,4,4,4,4,1.06,0.33,27.20,0.15,1.33,37.09,2.26,1.93,,,,,,,,,,,
30499009,0.285,4,4,4,4,1.01,0.33,21.70,0.15,1.79,29.85,2.26,1.4,,,,,,,,,,,
30499010,0.212,4,4,4,4,0.99,0.33,17.80,0.15,2.27,25.61,2.26,0.79,,,,,,,,,,,
30499011,0.175,4,4,4,4,0.56,0.33,23.90,0.15,1.62,53.09,2.26,0.97,,,,,,,,,,,
30499012,0.178,4,4,4,4,0.71,0.33,19.90,0.15,2.01,43.38,2.26,0.98,,,,,,,,,,,
30499013,0.153,4,4,4,4,0.78,0.33,16.80,0.15,2.45,36.97,2.26,0.77,,,,,,,,,,,
30499014,0.049,0,0,1,4,0.21,0.33,20.40,0.15,1.99,63.70,2.26,0.47,,,,,,,,,,,
30499015,0.09,4,4,4,4,0.44,0.33,17.80,0.15,2.33,53.75,2.26,0.54,,,,,,,,,,,
30499016,0.096,4,4,4,4,0.58,0.33,15.50,0.15,2.71,46.45,2.26,0.47,,,,,,,,,,,
30499017,0,0,0,0,0,0.00,0.33,0.00,0.15,2.41,70.79,2.26,0.24,,,,,,,,,,,
30499018,0.038,0,0,0,3,0.24,0.33,15.70,0.15,2.69,61.49,2.26,0.28,,,,,,,,,,,
30499019,0.055,4,4,4,4,0.40,0.33,14.10,0.15,3.03,54.10,2.26,0.3,,,,,,,,,,,
30499020,0,0,0,0,0,0.00,0.33,0.00,0.15,2.86,75.72,2.26,0.23,,,,,,,,,,,
30499021,0.011,0,0,0,0,0.09,0.33,13.90,0.15,3.10,67.28,2.26,0.24,,,,,,,,,,,
30499022,0.028,0,0,0,0,0.25,0.33,12.70,0.15,3.40,60.19,2.26,0.25,,,,,,,,,,,
30499023,0.037,4,4,4,4,0.37,0.33,11.60,0.15,3.74,54.32,2.26,0.34,,,,,,,,,,,
30499024,0,0,0,0,0,0.00,0.33,0.00,0.15,3.32,79.31,2.26,0.22,,,,,,,,,,,
30499025,0,0,0,0,0,0.00,0.33,0.00,0.15,3.53,71.71,2.26,0.22,,,,,,,,,,,
30499026,0.013,0,0,0,0,0.14,0.33,11.40,0.15,3.79,65.06,2.26,0.27,,,,,,,,,,,
30499027,0.022,1,1,1,1,0.26,0.33,10.60,0.15,4.10,59.34,2.26,0.23,,,,,,,,,,,
30499028,0,0,0,0,0,0.00,0.33,0.00,0.15,3.98,75.15,2.26,0.17,,,,,,,,,,,
30499029,0,0,0,0,0,0.00,0.33,0.00,0.15,4.21,68.98,2.26,0.18,,,,,,,,,,,
30499030,0.012,0,0,0,0,0.17,0.33,9.70,0.15,4.49,63.52,2.26,0.24,,,,,,,,,,,
30500000,0.168,4,4,4,4,1.60,0.85,61.10,0.08,0.72,18.33,3.23,3.92,,,,,,,,,,,
30500001,0.183,1,2,3,3,1.41,0.85,58.20,0.08,0.81,19.08,3.23,2.28,,,,,,,,,,,
30500002,0.149,0,0,0,1,0.85,0.85,50.40,0.08,1.15,41.42,3.23,0.65,,,,,,,,,,,
30500003,0.096,0,0,0,0,0.49,0.85,42.50,0.08,1.57,52.81,3.23,0.5,,,,,,,,,,,
30500004,0.206,4,4,4,4,1.03,0.85,48.30,0.08,1.21,15.03,3.23,3.48,,,,,,,,,,,
30500005,0.21,3,3,3,3,1.01,0.85,47.00,0.08,1.27,7.99,3.23,2.99,,,,,,,,,,,
30500006,0.178,1,1,1,2,0.82,0.85,43.00,0.08,1.51,26.34,3.23,1.39,,,,,,,,,,,
30500007,0.127,0,0,0,0,0.60,0.85,38.10,0.08,1.85,38.86,3.23,0.5,,,,,,,,,,,
30500008,0.185,3,4,4,4,0.84,0.85,39.70,0.08,1.71,13.65,3.23,2.59,,,,,,,,,,,
30500009,0.186,4,4,4,4,0.85,0.85,39.00,0.08,1.76,2.86,3.23,2.74,,,,,,,,,,,
30500010,0.166,2,2,2,2,0.77,0.85,36.80,0.08,1.93,17.46,3.23,1.6,,,,,,,,,,,
30500011,0.129,0,0,0,0,0.64,0.85,33.60,0.08,2.21,29.01,3.23,0.5,,,,,,,,,,,
30500012,0.152,3,4,3,2,0.75,0.85,33.50,0.08,2.21,12.89,3.23,1.8,,,,,,,,,,,
30500013,0.153,4,4,4,4,0.76,0.85,33.10,0.08,2.25,0.04,3.23,1.71,,,,,,,,,,,
30500014,0.142,3,3,2,2,0.73,0.85,31.80,0.08,2.39,11.86,3.23,1.27,,,,,,,,,,,
30500015,0.117,1,1,1,1,0.65,0.85,29.70,0.08,2.62,22.05,3.23,0.72,,,,,,,,,,,
30500016,0.125,4,4,4,4,0.72,0.85,28.60,0.08,2.74,1.90,3.23,1.15,,,,,,,,,,,
30500017,0.118,4,4,4,4,0.70,0.85,27.80,0.08,2.86,8.07,3.23,1.1,,,,,,,,,,,
30500018,0.102,2,2,2,2,0.65,0.85,26.40,0.08,3.05,17.02,3.23,0.91,,,,,,,,,,,
30500019,0.101,4,4,4,4,0.69,0.85,25.10,0.08,3.24,3.19,3.23,0.78,,,,,,,,,,,
30500020,0.097,4,4,4,4,0.68,0.85,24.50,0.08,3.33,5.36,3.23,0.87,,,,,,,,,,,
30500021,0.087,3,3,3,3,0.65,0.85,23.60,0.08,3.50,13.27,3.23,0.76,,,,,,,,,,,
30500022,0.075,1,1,1,1,0.60,0.85,22.40,0.08,3.73,20.32,3.23,0.47,,,,,,,,,,,
30500023,0.083,4,4,4,4,0.67,0.85,22.30,0.08,3.73,4.14,3.23,0.8,,,,,,,,,,,
30500024,0.08,4,4,4,4,0.67,0.85,21.90,0.08,3.82,3.34,3.23,0.69,,,,,,,,,,,
30500025,0.074,4,4,4,4,0.64,0.85,21.20,0.08,3.97,10.38,3.23,0.61,,,,,,,,,,,
30500026,0.065,2,2,2,2,0.61,0.85,20.30,0.08,4.17,16.82,3.23,0.52,,,,,,,,,,,
30500027,0.069,4,4,4,4,0.65,0.85,20.10,0.08,4.23,4.87,3.23,0.54,,,,,,,,,,,
30500028,0.067,2,4,4,4,0.65,0.85,19.80,0.08,4.31,1.77,3.23,0.47,,,,,,,,,,,
30500029,0.063,2,4,4,4,0.64,0.85,19.30,0.08,4.44,8.10,3.23,0.58,,,,,,,,,,,
30500030,0.057,3,3,3,3,0.61,0.85,18.60,0.08,4.62,13.99,3.23,0.4,,,,,,,,,,,
30500031,0.058,4,4,4,4,0.64,0.85,18.20,0.08,4.73,5.44,3.23,0.47,,,,,,,,,,,
30500032,0.057,0,4,4,4,0.65,0.85,18.00,0.08,4.80,0.52,3.23,0.45,,,,,,,,,,,
30500033,0.054,1,4,4,4,0.64,0.85,17.60,0.08,4.91,6.26,3.23,0.37,,,,,,,,,,,
30500034,0.05,3,4,4,4,0.62,0.85,17.10,0.08,5.08,11.67,3.23,0.43,,,,,,,,,,,
30500035,0.048,0,4,4,4,0.64,0.85,16.50,0.08,5.29,0.49,3.23,0.33,,,,,,,,,,,
30500036,0.047,1,4,4,4,0.64,0.85,16.20,0.08,5.39,4.75,3.23,0.25,,,,,,,,,,,
30500037,0.043,2,4,4,4,0.62,0.85,15.80,0.08,5.55,9.74,3.23,0.33,,,,,,,,,,,
30500038,0.042,0,4,4,4,0.63,0.85,15.20,0.08,5.78,1.34,3.23,0.27,,,,,,,,,,,
30500039,0.04,0,4,4,4,0.63,0.85,14.90,0.08,5.88,3.48,3.23,0.36,,,,,,,,,,,
30500040,0.038,2,3,4,4,0.62,0.85,14.60,0.08,6.02,8.11,3.23,0.33,,,,,,,,,,,
30500041,0.036,0,4,4,4,0.63,0.85,14.10,0.08,6.28,2.05,3.23,0.29,,,,,,,,,,,
30500042,0.035,0,2,4,4,0.63,0.85,13.90,0.08,6.37,2.41,3.23,0.25,,,,,,,,,,,
