,Identifiers,,,,,View of sky features,,,,,,,Room geometry features,,,,,,,,,,,Window geometry features,,,,,,Labels: Daylight Factor,,
,Point identifier,Project nr,Room nr,Point Nr,Window number,VS angle (Horizontal),VS angle (Vertical),VS angle from horizon,Portion of view externally obstructed (from lower to higher quarter),Portion of view externally obstructed (from lower to higher third),Portion of view externally obstructed (from lower to higher half),Frame ratio,Room depth,Room width,Room height,Is rectangular?,Num of windows,Num of edges with windows,Edges orthogonal?,Room area,Total window area,Window-to-wall ratio,Window-to-floor ratio,Window height,Window width,Window sill height,Angle of point position in reference to window normal,Distance window center to pt,Has balcony above?,DF (direct component),DF (reflected component),DF 
,,,,,,degrees,degrees,degrees,0 to 4,0 to 3,0 to 2,0-1,m,m,m,,,,,m2,m2,0-1,0-1,meters,meters,meters,degrees,meters,,%,%,%
,String (10 char.),String (2 char.),String (3 char.),String (3 char.),String (2 char.),Float  (1 decimal),Float (1 decimal),Float (1 decimal),vector 4 components,vector 3 components,vector 2 components,Float (2 decimals),Float (2 decimals),Float (2 decimals),Float (2 decimals),Boolean,Integer,Integer,Boolean,Float (2 decimals),Float (2 decimals),Float (2 decimals),Float (2 decimals),Float (2 decimals),Float (2 decimals),Float (2 decimals),Float (1 decimal),Float (2 decimals),Boolean,Float (2 decimals),Float (2 decimals),Float (2 decimals)
0100002401,0100002401,01,000,024,01,6.681474,20.421328,0.859147,"[[4],[3],[1],[1]]","[[3],[0],[0]]","[[1],[0]]",0.557583,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,1.62,0.62,0.86,18.056362,4.162359,FALSE,0.06,0.15,0.21
0100002500,0100002500,01,000,025,00,18.022238,32.999329,-10.846142,"[[0],[0],[0],[0]]","[[0],[0],[0]]","[[0],[0]]",1.279595,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,2.5,1.338985,4.58E-07,9.073066,4.007514,FALSE,,,
0100002501,0100002501,01,000,025,01,7.598187,20.8798,0.885964,"[[4],[4],[0],[0]]","[[3],[0],[0]]","[[2],[0]]",0.557583,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,1.62,0.62,0.86,12.018934,4.046066,FALSE,0.05,0.23,0.28
0100002600,0100002600,01,000,026,00,16.786253,32.346981,-10.620731,"[[0],[0],[0],[0]]","[[0],[0],[0]]","[[0],[0]]",1.279595,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,2.5,1.338985,4.58E-07,15.258866,4.101981,FALSE,,,
0100002601,0100002601,01,000,026,01,8.407633,21.159803,0.902724,"[[4],[4],[0],[0]]","[[3],[0],[0]]","[[2],[0]]",0.557583,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,1.62,0.62,0.86,5.699041,3.977029,FALSE,0.06,0.21,0.27
0100002700,0100002700,01,000,027,00,15.262927,31.423941,-10.302908,"[[0],[0],[0],[0]]","[[0],[0],[0]]","[[0],[0]]",1.279595,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,2.5,1.338985,4.58E-07,21.10176,4.241818,FALSE,,,
0100002701,0100002701,01,000,027,01,8.589265,21.239167,0.90753,"[[1],[1],[0],[0]]","[[1],[0],[0]]","[[0],[0]]",0.557583,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,1.62,0.62,0.86,0.76252,3.957722,FALSE,0.06,0.2,0.26
0100002800,0100002800,01,000,028,00,18.187411,35.712877,-11.791138,"[[3],[3],[0],[0]]","[[2],[2],[0]]","[[1],[0]]",1.279595,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,2.5,1.338985,4.58E-07,18.396791,3.670655,FALSE,,,
0100002801,0100002801,01,000,028,01,3.81918,19.822876,0.812299,"[[4],[4],[2],[2]]","[[2],[2],[1]]","[[2],[1]]",0.557583,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,1.62,0.62,0.86,37.086577,4.366242,FALSE,0.03,0.14,0.17
0100002900,0100002900,01,000,029,00,19.984361,36.682519,-12.131818,"[[3],[3],[0],[0]]","[[3],[3],[0]]","[[2],[0]]",1.279595,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,2.5,1.338985,4.58E-07,11.534839,3.554858,FALSE,,,
0100002901,0100002901,01,000,029,01,4.824496,20.816647,0.866115,"[[1],[1],[1],[1]]","[[1],[1],[1]]","[[1],[1]]",0.557583,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,1.62,0.62,0.86,32.104897,4.111862,FALSE,0.06,0.16,0.22
0100003000,0100003000,01,000,030,00,20.66897,37.220298,-12.321473,"[[2],[2],[0],[0]]","[[2],[2],[0]]","[[1],[0]]",1.279595,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,2.5,1.338985,4.58E-07,4.322065,3.492995,FALSE,,,
0100003001,0100003001,01,000,030,01,5.959742,21.743185,0.918833,"[[1],[1],[1],[1]]","[[1],[1],[1]]","[[0],[0]]",0.557583,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,1.62,0.62,0.86,26.515068,3.892485,FALSE,0.05,0.19,0.24
0100003100,0100003100,01,000,031,00,20.72062,37.264895,-12.337223,"[[1],[1],[0],[0]]","[[1],[1],[0]]","[[0],[0]]",1.279595,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,2.5,1.338985,4.58E-07,3.029853,3.487937,FALSE,,,
0100003101,0100003101,01,000,031,01,7.174354,22.546273,0.966826,"[[2],[1],[1],[1]]","[[2],[0],[0]]","[[1],[0]]",0.557583,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,1.62,0.62,0.86,20.324735,3.714319,FALSE,0.09,0.18,0.27
0100003200,0100003200,01,000,032,00,20.197781,36.811014,-12.177087,"[[0],[0],[0],[0]]","[[0],[0],[0]]","[[0],[0]]",1.279595,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,2.5,1.338985,4.58E-07,10.283768,3.539928,FALSE,,,
